,Codi_expedient,Tipus_accident,Descripcio_causa_mediata
4921,2018S004645    ,Caiguda (dues rodes),Not_Specified
4922,2018S004646    ,Col.lisiÃ³ lateral,Not_Specified
4923,2018S004647    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4924,2018S004648    ,Abast multiple,Not_Specified
4925,2018S004649    ,Abast,Not_Specified
4926,2018S004650    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4927,2018S004651    ,Xoc contra element estÃ tic,Not_Specified
4928,2018S004652    ,Col.lisiÃ³ lateral,Not_Specified
4929,2018S004653    ,Abast,Not_Specified
4930,2018S004654    ,Abast,Not_Specified
4931,2018S004655    ,Col.lisiÃ³ lateral,Not_Specified
4932,2018S004656    ,Col.lisiÃ³ lateral,Not_Specified
4933,2018S004657    ,Altres,Not_Specified
4934,2018S004657    ,Atropellament,Not_Specified
4935,2018S004658    ,Atropellament,Not_Specified
4936,2018S004659    ,Caiguda (dues rodes),Not_Specified
4937,2018S004660    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4938,2018S004661    ,Abast,Not_Specified
4939,2018S004662    ,Abast,Not_Specified
4940,2018S004663    ,Caiguda (dues rodes),No hi ha causa mediata
4941,2018S004664    ,Caiguda (dues rodes),Not_Specified
4942,2018S004665    ,Altres,Not_Specified
4943,2018S004666    ,Caiguda (dues rodes),Not_Specified
4944,2018S004667    ,Abast,Not_Specified
4945,2018S004668    ,Col.lisiÃ³ lateral,Not_Specified
4946,2018S004669    ,Col.lisiÃ³ lateral,Not_Specified
4947,2018S004670    ,Col.lisiÃ³ lateral,Not_Specified
4948,2018S004671    ,Abast,Not_Specified
4949,2018S004672    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4950,2018S004673    ,Col.lisiÃ³ lateral,Not_Specified
4951,2018S004674    ,Abast,Not_Specified
4952,2018S004675    ,Abast multiple,Not_Specified
4953,2018S004676    ,Altres,Not_Specified
4954,2018S004676    ,Abast,Not_Specified
4955,2018S004677    ,Atropellament,Not_Specified
4956,2018S004678    ,Col.lisiÃ³ lateral,Not_Specified
4957,2018S004679    ,Abast,Not_Specified
4958,2018S004680    ,Xoc contra element estÃ tic,Not_Specified
4959,2018S004681    ,Abast multiple,Not_Specified
4960,2018S004681    ,Xoc contra element estÃ tic,Not_Specified
4961,2018S004682    ,Caiguda interior vehicle,Not_Specified
4962,2018S004683    ,Col.lisiÃ³ lateral,Not_Specified
4963,2018S004684    ,Xoc contra element estÃ tic,Not_Specified
4964,2018S004685    ,Abast,Not_Specified
4965,2018S004686    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4966,2018S004687    ,Col.lisiÃ³ lateral,Not_Specified
4967,2018S004688    ,Abast,No hi ha causa mediata
4968,2018S004689    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4969,2018S004689    ,Col.lisiÃ³ lateral,Not_Specified
4970,2018S004690    ,Abast,Not_Specified
4971,2018S004691    ,Atropellament,Not_Specified
4972,2018S004692    ,Caiguda (dues rodes),Not_Specified
4973,2018S004693    ,Caiguda interior vehicle,Not_Specified
4974,2018S004694    ,Col.lisiÃ³ lateral,Not_Specified
4975,2018S004695    ,Col.lisiÃ³ lateral,Not_Specified
4976,2018S004696    ,Xoc contra element estÃ tic,Not_Specified
4977,2018S004697    ,Atropellament,Not_Specified
4978,2018S004698    ,Atropellament,Not_Specified
4979,2018S004699    ,Caiguda (dues rodes),Not_Specified
4980,2018S004700    ,Col.lisiÃ³ frontal,Not_Specified
4981,2018S004701    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4982,2018S004702    ,Abast,Not_Specified
4983,2018S004703    ,Abast,Not_Specified
4984,2018S004704    ,Atropellament,No hi ha causa mediata
4985,2018S004705    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4986,2018S004706    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4987,2018S004707    ,Abast,Not_Specified
4988,2018S004708    ,Abast,No hi ha causa mediata
4989,2018S004709    ,Caiguda (dues rodes),Not_Specified
4990,2018S004710    ,Altres,Not_Specified
4991,2018S004710    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4992,2018S004711    ,Col.lisiÃ³ fronto-lateral,Not_Specified
4993,2018S004712    ,Col.lisiÃ³ lateral,Not_Specified
4994,2018S004713    ,Abast,Not_Specified
4995,2018S004713    ,Col.lisiÃ³ lateral,Not_Specified
4996,2018S004714    ,Col.lisiÃ³ lateral,Not_Specified
4997,2018S004715    ,Col.lisiÃ³ lateral,No hi ha causa mediata
4998,2018S004716    ,Col.lisiÃ³ lateral,Not_Specified
4999,2018S004717    ,Col.lisiÃ³ frontal,Not_Specified
5000,2018S004718    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5001,2018S004719    ,Col.lisiÃ³ lateral,Not_Specified
5002,2018S004720    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5003,2018S004721    ,Col.lisiÃ³ lateral,No hi ha causa mediata
5004,2018S004722    ,Caiguda (dues rodes),Not_Specified
5005,2018S004722    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5006,2018S004723    ,Caiguda (dues rodes),Not_Specified
5007,2018S004723    ,Col.lisiÃ³ lateral,Not_Specified
5008,2018S004724    ,Col.lisiÃ³ lateral,Not_Specified
5009,2018S004725    ,Caiguda interior vehicle,Not_Specified
5010,2018S004726    ,Atropellament,Not_Specified
5011,2018S004727    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5012,2018S004728    ,Col.lisiÃ³ lateral,Not_Specified
5013,2018S004729    ,Abast,Not_Specified
5014,2018S004730    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5015,2018S004730    ,Col.lisiÃ³ lateral,Not_Specified
5016,2018S004731    ,Abast,Not_Specified
5017,2018S004732    ,Abast,Not_Specified
5018,2018S004733    ,Col.lisiÃ³ lateral,Not_Specified
5019,2018S004734    ,Abast,Not_Specified
5020,2018S004735    ,Abast,Not_Specified
5021,2018S004736    ,Abast,Not_Specified
5022,2018S004737    ,Col.lisiÃ³ lateral,Not_Specified
5023,2018S004738    ,Abast,Not_Specified
5024,2018S004739    ,Atropellament,Not_Specified
5025,2018S004740    ,Col.lisiÃ³ lateral,Not_Specified
5026,2018S004741    ,Caiguda (dues rodes),Not_Specified
5027,2018S004742    ,Altres,Not_Specified
5028,2018S004743    ,Abast,Not_Specified
5029,2018S004744    ,Col.lisiÃ³ lateral,Not_Specified
5030,2018S004745    ,Col.lisiÃ³ frontal,Not_Specified
5031,2018S004746    ,Col.lisiÃ³ lateral,Not_Specified
5032,2018S004747    ,Col.lisiÃ³ lateral,Not_Specified
5033,2018S004748    ,Col.lisiÃ³ frontal,Not_Specified
5034,2018S004749    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5035,2018S004750    ,Caiguda interior vehicle,Not_Specified
5036,2018S004751    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5037,2018S004752    ,Xoc contra element estÃ tic,Not_Specified
5038,2018S004753    ,Col.lisiÃ³ lateral,Not_Specified
5039,2018S004754    ,Col.lisiÃ³ frontal,No hi ha causa mediata
5040,2018S004754    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
5041,2018S004755    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5042,2018S004756    ,Col.lisiÃ³ lateral,Not_Specified
5043,2018S004757    ,Caiguda (dues rodes),Not_Specified
5044,2018S004758    ,Caiguda interior vehicle,Not_Specified
5045,2018S004759    ,Abast,Not_Specified
5046,2018S004759    ,Caiguda (dues rodes),Not_Specified
5047,2018S004760    ,Col.lisiÃ³ lateral,No hi ha causa mediata
5048,2018S004761    ,Abast,Not_Specified
5049,2018S004762    ,Abast,Not_Specified
5050,2018S004764    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5051,2018S004765    ,Abast,Not_Specified
5052,2018S004766    ,Col.lisiÃ³ lateral,No hi ha causa mediata
5053,2018S004767    ,Xoc contra element estÃ tic,Not_Specified
5054,2018S004768    ,Col.lisiÃ³ lateral,Not_Specified
5055,2018S004769    ,Atropellament,Not_Specified
5056,2018S004770    ,Col.lisiÃ³ lateral,Not_Specified
5057,2018S004771    ,Col.lisiÃ³ lateral,Not_Specified
5058,2018S004772    ,Caiguda (dues rodes),CalÃ§ada en mal estat
5059,2018S004773    ,Col.lisiÃ³ lateral,Not_Specified
5060,2018S004774    ,Abast,Not_Specified
5061,2018S004774    ,Caiguda (dues rodes),Not_Specified
5062,2018S004775    ,Col.lisiÃ³ lateral,Not_Specified
5063,2018S004776    ,Sortida de via amb xoc o col.lisiÃ³,No hi ha causa mediata
5064,2018S004777    ,Abast multiple,Not_Specified
5065,2018S004778    ,Abast multiple,Not_Specified
5066,2018S004779    ,Col.lisiÃ³ lateral,Not_Specified
5067,2018S004780    ,Atropellament,Not_Specified
5068,2018S004781    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5069,2018S004782    ,Caiguda (dues rodes),Not_Specified
5070,2018S004783    ,Caiguda (dues rodes),Not_Specified
5071,2018S004784    ,Caiguda (dues rodes),Not_Specified
5072,2018S004785    ,Col.lisiÃ³ lateral,Not_Specified
5073,2018S004786    ,Abast,Not_Specified
5074,2018S004787    ,Col.lisiÃ³ lateral,Not_Specified
5075,2018S004788    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5076,2018S004789    ,Caiguda interior vehicle,Not_Specified
5077,2018S004790    ,Caiguda (dues rodes),Not_Specified
5078,2018S004791    ,Caiguda (dues rodes),Not_Specified
5079,2018S004792    ,Abast,Not_Specified
5080,2018S004793    ,Atropellament,Not_Specified
5081,2018S004794    ,Caiguda (dues rodes),No hi ha causa mediata
5082,2018S004795    ,Col.lisiÃ³ lateral,Not_Specified
5083,2018S004796    ,Col.lisiÃ³ lateral,Not_Specified
5084,2018S004796    ,Caiguda (dues rodes),Not_Specified
5085,2018S004797    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5086,2018S004798    ,Col.lisiÃ³ lateral,No hi ha causa mediata
5087,2018S004799    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5088,2018S004800    ,Atropellament,Not_Specified
5089,2018S004801    ,Atropellament,Not_Specified
5090,2018S004802    ,Abast,Not_Specified
5091,2018S004803    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5092,2018S004804    ,Abast multiple,Not_Specified
5093,2018S004805    ,Atropellament,No hi ha causa mediata
5094,2018S004806    ,Abast,Not_Specified
5095,2018S004807    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5096,2018S004807    ,Col.lisiÃ³ lateral,Not_Specified
5097,2018S004808    ,Col.lisiÃ³ lateral,Not_Specified
5098,2018S004808    ,Abast,Not_Specified
5099,2018S004809    ,Col.lisiÃ³ lateral,Not_Specified
5100,2018S004810    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5101,2018S004811    ,Atropellament,Not_Specified
5102,2018S004811    ,Abast,Not_Specified
5103,2018S004812    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5104,2018S004813    ,Abast,Not_Specified
5105,2018S004814    ,Caiguda (dues rodes),Not_Specified
5106,2018S004814    ,Abast,Not_Specified
5107,2018S004815    ,Col.lisiÃ³ frontal,No hi ha causa mediata
5108,2018S004816    ,Col.lisiÃ³ lateral,Not_Specified
5109,2018S004817    ,Col.lisiÃ³ lateral,Not_Specified
5110,2018S004818    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5111,2018S004819    ,Col.lisiÃ³ lateral,Not_Specified
5112,2018S004820    ,Col.lisiÃ³ frontal,Drogues o medicaments
5113,2018S004820    ,Xoc contra element estÃ tic,Drogues o medicaments
5114,2018S004821    ,Abast multiple,Not_Specified
5115,2018S004822    ,Col.lisiÃ³ lateral,Not_Specified
5116,2018S004823    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5117,2018S004824    ,Caiguda (dues rodes),Not_Specified
5118,2018S004825    ,Atropellament,Not_Specified
5119,2018S004826    ,Xoc contra element estÃ tic,Not_Specified
5120,2018S004827    ,Atropellament,Not_Specified
5121,2018S004828    ,Bolcada (mÃ©s de dues rodes),AlcoholÃ¨mia
5122,2018S004829    ,Col.lisiÃ³ lateral,Not_Specified
5123,2018S004830    ,Col.lisiÃ³ lateral,Not_Specified
5124,2018S004831    ,Atropellament,Not_Specified
5125,2018S004832    ,Col.lisiÃ³ lateral,Not_Specified
5126,2018S004833    ,Caiguda interior vehicle,Not_Specified
5127,2018S004834    ,Atropellament,Not_Specified
5128,2018S004835    ,Abast,Not_Specified
5129,2018S004836    ,Atropellament,Not_Specified
5130,2018S004837    ,Col.lisiÃ³ lateral,Not_Specified
5131,2018S004838    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5132,2018S004839    ,Xoc contra element estÃ tic,Not_Specified
5133,2018S004840    ,Atropellament,Not_Specified
5134,2018S004841    ,Caiguda (dues rodes),Not_Specified
5135,2018S004841    ,Col.lisiÃ³ lateral,Not_Specified
5136,2018S004842    ,Atropellament,Not_Specified
5137,2018S004843    ,Abast,Not_Specified
5138,2018S004844    ,Col.lisiÃ³ lateral,Not_Specified
5139,2018S004845    ,Abast,Not_Specified
5140,2018S004846    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5141,2018S004847    ,Xoc contra element estÃ tic,Not_Specified
5142,2018S004848    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5143,2018S004849    ,Col.lisiÃ³ lateral,Not_Specified
5144,2018S004850    ,Abast,Not_Specified
5145,2018S004851    ,Col.lisiÃ³ lateral,Not_Specified
5146,2018S004852    ,Col.lisiÃ³ lateral,Not_Specified
5147,2018S004853    ,Abast multiple,Not_Specified
5148,2018S004854    ,Abast,No hi ha causa mediata
5149,2018S004855    ,Col.lisiÃ³ lateral,Not_Specified
5150,2018S004856    ,Altres,Not_Specified
5151,2018S004857    ,Col.lisiÃ³ lateral,Not_Specified
5152,2018S004858    ,Altres,Not_Specified
5153,2018S004859    ,Col.lisiÃ³ lateral,Not_Specified
5154,2018S004860    ,Abast,No hi ha causa mediata
5155,2018S004860    ,Col.lisiÃ³ lateral,No hi ha causa mediata
5156,2018S004861    ,Col.lisiÃ³ lateral,Not_Specified
5157,2018S004862    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
5158,2018S004863    ,Atropellament,No hi ha causa mediata
5159,2018S004864    ,Caiguda (dues rodes),Not_Specified
5160,2018S004864    ,EncalÃ§,Not_Specified
5161,2018S004865    ,Col.lisiÃ³ lateral,Not_Specified
5162,2018S004866    ,Abast,No hi ha causa mediata
5163,2018S004867    ,Col.lisiÃ³ lateral,Not_Specified
5164,2018S004868    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5165,2018S004869    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
5166,2018S004871    ,Atropellament,Not_Specified
5167,2018S004872    ,Col.lisiÃ³ lateral,Not_Specified
5168,2018S004873    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5169,2018S004874    ,Atropellament,Not_Specified
5170,2018S004875    ,Abast,Not_Specified
5171,2018S004876    ,Abast multiple,No hi ha causa mediata
5172,2018S004877    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5173,2018S004878    ,Col.lisiÃ³ lateral,Not_Specified
5174,2018S004879    ,Caiguda interior vehicle,No hi ha causa mediata
5175,2018S004880    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5176,2018S004881    ,Col.lisiÃ³ lateral,Not_Specified
5177,2018S004882    ,Caiguda (dues rodes),Not_Specified
5178,2018S004883    ,Atropellament,Not_Specified
5179,2018S004884    ,Atropellament,Not_Specified
5180,2018S004885    ,Abast,Not_Specified
5181,2018S004886    ,Abast multiple,Not_Specified
5182,2018S004887    ,Abast,Not_Specified
5183,2018S004888    ,Caiguda interior vehicle,No hi ha causa mediata
5184,2018S004889    ,Abast multiple,Not_Specified
5185,2018S004890    ,Col.lisiÃ³ lateral,Not_Specified
5186,2018S004891    ,Col.lisiÃ³ lateral,Not_Specified
5187,2018S004892    ,Abast,Not_Specified
5188,2018S004893    ,Abast,No hi ha causa mediata
5189,2018S004894    ,Atropellament,Not_Specified
5190,2018S004895    ,Abast,Not_Specified
5191,2018S004896    ,Col.lisiÃ³ lateral,Not_Specified
5192,2018S004897    ,Col.lisiÃ³ lateral,Not_Specified
5193,2018S004898    ,Abast,No hi ha causa mediata
5194,2018S004899    ,Abast,Not_Specified
5195,2018S004900    ,Col.lisiÃ³ lateral,Not_Specified
5196,2018S004901    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5197,2018S004902    ,Caiguda interior vehicle,Not_Specified
5198,2018S004903    ,Col.lisiÃ³ lateral,Not_Specified
5199,2018S004903    ,Atropellament,Not_Specified
5200,2018S004904    ,Col.lisiÃ³ lateral,Not_Specified
5201,2018S004905    ,Col.lisiÃ³ lateral,Not_Specified
5202,2018S004906    ,Caiguda interior vehicle,Not_Specified
5203,2018S004907    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5204,2018S004908    ,Col.lisiÃ³ lateral,Not_Specified
5205,2018S004909    ,Abast,Not_Specified
5206,2018S004910    ,Col.lisiÃ³ lateral,Not_Specified
5207,2018S004911    ,Col.lisiÃ³ lateral,Not_Specified
5208,2018S004912    ,Col.lisiÃ³ lateral,Not_Specified
5209,2018S004913    ,Col.lisiÃ³ lateral,Not_Specified
5210,2018S004913    ,Xoc contra element estÃ tic,Not_Specified
5211,2018S004914    ,Xoc contra element estÃ tic,Not_Specified
5212,2018S004915    ,Altres,Not_Specified
5213,2018S004916    ,Abast,Not_Specified
5214,2018S004917    ,Col.lisiÃ³ lateral,Not_Specified
5215,2018S004918    ,Xoc contra element estÃ tic,Not_Specified
5216,2018S004919    ,Abast multiple,Not_Specified
5217,2018S004920    ,Atropellament,Not_Specified
5218,2018S004921    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5219,2018S004921    ,Abast,Not_Specified
5220,2018S004922    ,Atropellament,No hi ha causa mediata
5221,2018S004923    ,Col.lisiÃ³ lateral,Not_Specified
5222,2018S004924    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5223,2018S004925    ,Col.lisiÃ³ lateral,Not_Specified
5224,2018S004926    ,Abast,Not_Specified
5225,2018S004927    ,Caiguda (dues rodes),Not_Specified
5226,2018S004928    ,Abast,Not_Specified
5227,2018S004929    ,Atropellament,Not_Specified
5228,2018S004930    ,Altres,Not_Specified
5229,2018S004931    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5230,2018S004932    ,Abast,Not_Specified
5231,2018S004933    ,Col.lisiÃ³ lateral,Not_Specified
5232,2018S004934    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5233,2018S004935    ,Col.lisiÃ³ lateral,Not_Specified
5234,2018S004936    ,Atropellament,Not_Specified
5235,2018S004937    ,Col.lisiÃ³ lateral,Not_Specified
5236,2018S004938    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5237,2018S004939    ,Atropellament,Not_Specified
5238,2018S004940    ,Abast,Not_Specified
5239,2018S004941    ,Abast multiple,Not_Specified
5240,2018S004942    ,Col.lisiÃ³ lateral,Not_Specified
5241,2018S004943    ,Col.lisiÃ³ lateral,Not_Specified
5242,2018S004944    ,Atropellament,Not_Specified
5243,2018S004946    ,Col.lisiÃ³ lateral,Not_Specified
5244,2018S004947    ,Col.lisiÃ³ lateral,Not_Specified
5245,2018S004948    ,Col.lisiÃ³ lateral,Not_Specified
5246,2018S004949    ,Abast multiple,No hi ha causa mediata
5247,2018S004950    ,Caiguda interior vehicle,Not_Specified
5248,2018S004951    ,Abast,No hi ha causa mediata
5249,2018S004951    ,Col.lisiÃ³ lateral,No hi ha causa mediata
5250,2018S004952    ,Col.lisiÃ³ lateral,Not_Specified
5251,2018S004953    ,Col.lisiÃ³ lateral,Not_Specified
5252,2018S004954    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5253,2018S004955    ,Xoc contra element estÃ tic,Not_Specified
5254,2018S004956    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5255,2018S004957    ,Col.lisiÃ³ lateral,Not_Specified
5256,2018S004958    ,Abast,Not_Specified
5257,2018S004959    ,Xoc contra element estÃ tic,Not_Specified
5258,2018S004960    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
5259,2018S004961    ,Abast,No hi ha causa mediata
5260,2018S004962    ,Col.lisiÃ³ frontal,Not_Specified
5261,2018S004963    ,Caiguda interior vehicle,Not_Specified
5262,2018S004964    ,Caiguda (dues rodes),Not_Specified
5263,2018S004965    ,Col.lisiÃ³ lateral,Not_Specified
5264,2018S004966    ,Abast,Not_Specified
5265,2018S004967    ,Col.lisiÃ³ lateral,Not_Specified
5266,2018S004968    ,Col.lisiÃ³ lateral,Not_Specified
5267,2018S004969    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5268,2018S004970    ,Xoc contra element estÃ tic,Not_Specified
5269,2018S004971    ,Atropellament,Not_Specified
5270,2018S004972    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
5271,2018S004973    ,Col.lisiÃ³ lateral,Not_Specified
5272,2018S004973    ,Xoc contra element estÃ tic,Not_Specified
5273,2018S004974    ,Abast,Not_Specified
5274,2018S004975    ,Xoc contra element estÃ tic,Not_Specified
5275,2018S004976    ,Col.lisiÃ³ lateral,Not_Specified
5276,2018S004977    ,Altres,Not_Specified
5277,2018S004978    ,Atropellament,Not_Specified
5278,2018S004979    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5279,2018S004980    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5280,2018S004981    ,Col.lisiÃ³ lateral,Not_Specified
5281,2018S004982    ,Col.lisiÃ³ lateral,Not_Specified
5282,2018S004983    ,Col.lisiÃ³ lateral,Not_Specified
5283,2018S004984    ,Abast,Not_Specified
5284,2018S004985    ,Col.lisiÃ³ lateral,Not_Specified
5285,2018S004986    ,Xoc contra element estÃ tic,Not_Specified
5286,2018S004987    ,Caiguda (dues rodes),No hi ha causa mediata
5287,2018S004987    ,Col.lisiÃ³ lateral,No hi ha causa mediata
5288,2018S004988    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5289,2018S004989    ,Col.lisiÃ³ lateral,Not_Specified
5290,2018S004990    ,Abast,Not_Specified
5291,2018S004991    ,Caiguda (dues rodes),Not_Specified
5292,2018S004992    ,Atropellament,Not_Specified
5293,2018S004993    ,Col.lisiÃ³ lateral,No hi ha causa mediata
5294,2018S004994    ,Col.lisiÃ³ lateral,Not_Specified
5295,2018S004995    ,Atropellament,Not_Specified
5296,2018S004996    ,Abast,Not_Specified
5297,2018S004997    ,Atropellament,Not_Specified
5298,2018S004998    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5299,2018S004999    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5300,2018S005000    ,Xoc contra element estÃ tic,Not_Specified
5301,2018S005001    ,Abast,Not_Specified
5302,2018S005002    ,Col.lisiÃ³ lateral,Not_Specified
5303,2018S005003    ,Col.lisiÃ³ lateral,Not_Specified
5304,2018S005004    ,Caiguda interior vehicle,Not_Specified
5305,2018S005005    ,Col.lisiÃ³ lateral,Not_Specified
5306,2018S005006    ,Caiguda (dues rodes),Not_Specified
5307,2018S005006    ,Col.lisiÃ³ lateral,Not_Specified
5308,2018S005007    ,Col.lisiÃ³ lateral,Not_Specified
5309,2018S005008    ,Atropellament,Not_Specified
5310,2018S005009    ,Col.lisiÃ³ lateral,Not_Specified
5311,2018S005010    ,Col.lisiÃ³ lateral,Not_Specified
5312,2018S005011    ,Abast,Not_Specified
5313,2018S005012    ,Col.lisiÃ³ lateral,Not_Specified
5314,2018S005013    ,Abast,Not_Specified
5315,2018S005014    ,Abast multiple,No hi ha causa mediata
5316,2018S005015    ,Caiguda interior vehicle,No hi ha causa mediata
5317,2018S005016    ,Caiguda (dues rodes),Not_Specified
5318,2018S005017    ,Abast,Not_Specified
5319,2018S005018    ,Col.lisiÃ³ lateral,Not_Specified
5320,2018S005019    ,Col.lisiÃ³ lateral,Not_Specified
5321,2018S005020    ,Abast,Not_Specified
5322,2018S005021    ,Col.lisiÃ³ lateral,Not_Specified
5323,2018S005022    ,Abast,Not_Specified
5324,2018S005023    ,Abast,Not_Specified
5325,2018S005024    ,Abast,Not_Specified
5326,2018S005025    ,Col.lisiÃ³ lateral,Not_Specified
5327,2018S005026    ,Col.lisiÃ³ lateral,Not_Specified
5328,2018S005027    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5329,2018S005028    ,Xoc contra element estÃ tic,Not_Specified
5330,2018S005029    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5331,2018S005030    ,Atropellament,Not_Specified
5332,2018S005031    ,Abast,No hi ha causa mediata
5333,2018S005032    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5334,2018S005033    ,Abast,Not_Specified
5335,2018S005033    ,Caiguda (dues rodes),Not_Specified
5336,2018S005034    ,Caiguda interior vehicle,Not_Specified
5337,2018S005035    ,Atropellament,Not_Specified
5338,2018S005036    ,Abast,Not_Specified
5339,2018S005037    ,Altres,Not_Specified
5340,2018S005038    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5341,2018S005039    ,Altres,Not_Specified
5342,2018S005040    ,Caiguda interior vehicle,Not_Specified
5343,2018S005041    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
5344,2018S005042    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5345,2018S005043    ,Caiguda (dues rodes),Not_Specified
5346,2018S005044    ,Altres,Not_Specified
5347,2018S005045    ,Abast,Not_Specified
5348,2018S005046    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5349,2018S005047    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5350,2018S005048    ,Col.lisiÃ³ lateral,Not_Specified
5351,2018S005049    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5352,2018S005050    ,Abast,Not_Specified
5353,2018S005051    ,Abast,Not_Specified
5354,2018S005052    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5355,2018S005053    ,Col.lisiÃ³ lateral,Not_Specified
5356,2018S005054    ,Col.lisiÃ³ lateral,Not_Specified
5357,2018S005055    ,Col.lisiÃ³ lateral,Not_Specified
5358,2018S005056    ,Abast,No hi ha causa mediata
5359,2018S005057    ,Col.lisiÃ³ lateral,Not_Specified
5360,2018S005058    ,Col.lisiÃ³ lateral,Not_Specified
5361,2018S005059    ,Col.lisiÃ³ lateral,No hi ha causa mediata
5362,2018S005060    ,Altres,Not_Specified
5363,2018S005061    ,Abast,Not_Specified
5364,2018S005062    ,Xoc contra element estÃ tic,Not_Specified
5365,2018S005063    ,Abast,No hi ha causa mediata
5366,2018S005064    ,Col.lisiÃ³ lateral,Not_Specified
5367,2018S005065    ,Atropellament,Not_Specified
5368,2018S005065    ,Caiguda (dues rodes),Not_Specified
5369,2018S005066    ,Abast,Not_Specified
5370,2018S005067    ,Xoc contra element estÃ tic,Not_Specified
5371,2018S005068    ,Atropellament,Not_Specified
5372,2018S005069    ,Abast,Not_Specified
5373,2018S005070    ,Abast,Not_Specified
5374,2018S005071    ,Abast,Not_Specified
5375,2018S005072    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5376,2018S005073    ,Abast,Not_Specified
5377,2018S005075    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5378,2018S005076    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5379,2018S005077    ,Xoc contra element estÃ tic,Not_Specified
5380,2018S005078    ,Xoc contra element estÃ tic,Not_Specified
5381,2018S005078    ,Abast,Not_Specified
5382,2018S005079    ,Xoc contra element estÃ tic,Not_Specified
5383,2018S005080    ,Col.lisiÃ³ lateral,Not_Specified
5384,2018S005081    ,Col.lisiÃ³ fronto-lateral,Not_Specified
5385,2018S005082    ,Abast,No hi ha causa mediata
5386,2018S005083    ,Xoc contra element estÃ tic,Not_Specified
