Numero_expedient;Descripcio_causa_mediata
2018S007233    ;No hi ha causa mediata
2018S000468    ;No hi ha causa mediata
2018S002387    ;No hi ha causa mediata
2018S008416    ;No hi ha causa mediata
2018S007500    ;No hi ha causa mediata
2018S006102    ;No hi ha causa mediata
2018S000667    ;No hi ha causa mediata
2018S003361    ;No hi ha causa mediata
2018S006203    ;No hi ha causa mediata
2018S004552    ;No hi ha causa mediata
2018S009795    ;No hi ha causa mediata
2018S006985    ;No hi ha causa mediata
2018S003711    ;No hi ha causa mediata
2018S005408    ;No hi ha causa mediata
2018S005637    ;No hi ha causa mediata
2018S002846    ;No hi ha causa mediata
2018S006840    ;No hi ha causa mediata
2018S009320    ;No hi ha causa mediata
2018S008610    ;No hi ha causa mediata
2018S004499    ;No hi ha causa mediata
2018S003937    ;AlcoholÃ¨mia
2018S004400    ;No hi ha causa mediata
2018S005647    ;AlcoholÃ¨mia
2018S008326    ;No hi ha causa mediata
2018S003447    ;No hi ha causa mediata
2018S009589    ;No hi ha causa mediata
2018S008493    ;No hi ha causa mediata
2018S006737    ;No hi ha causa mediata
2018S003581    ;No hi ha causa mediata
2018S007922    ;No hi ha causa mediata
2018S007638    ;No hi ha causa mediata
2018S000675    ;No hi ha causa mediata
2018S008139    ;No hi ha causa mediata
2018S005400    ;AlcoholÃ¨mia
2018S009086    ;No hi ha causa mediata
2018S006235    ;No hi ha causa mediata
2018S000225    ;No hi ha causa mediata
2018S003891    ;No hi ha causa mediata
2018S006819    ;CalÃ§ada en mal estat
2018S009943    ;No hi ha causa mediata
2018S007589    ;AlcoholÃ¨mia
2018S001645    ;No hi ha causa mediata
2018S002135    ;No hi ha causa mediata
2018S002236    ;No hi ha causa mediata
2018S000489    ;No hi ha causa mediata
2018S004503    ;No hi ha causa mediata
2018S000970    ;No hi ha causa mediata
2018S005598    ;No hi ha causa mediata
2018S003901    ;No hi ha causa mediata
2018S000039    ;No hi ha causa mediata
2018S001727    ;No hi ha causa mediata
2018S002884    ;No hi ha causa mediata
2018S006326    ;No hi ha causa mediata
2018S001917    ;No hi ha causa mediata
2018S005444    ;No hi ha causa mediata
2018S000053    ;No hi ha causa mediata
2018S007044    ;No hi ha causa mediata
2018S007887    ;No hi ha causa mediata
2018S002487    ;No hi ha causa mediata
2018S008641    ;No hi ha causa mediata
2018S005477    ;No hi ha causa mediata
2018S009938    ;No hi ha causa mediata
2018S005180    ;No hi ha causa mediata
2018S004621    ;No hi ha causa mediata
2018S005530    ;No hi ha causa mediata
2018S005632    ;No hi ha causa mediata
2018S008052    ;No hi ha causa mediata
2018S006512    ;No hi ha causa mediata
2018S000293    ;No hi ha causa mediata
2018S003721    ;No hi ha causa mediata
2018S009521    ;No hi ha causa mediata
2018S003508    ;No hi ha causa mediata
2018S007023    ;No hi ha causa mediata
2018S004732    ;No hi ha causa mediata
2018S002883    ;No hi ha causa mediata
2018S008168    ;No hi ha causa mediata
2018S006188    ;No hi ha causa mediata
2018S005295    ;No hi ha causa mediata
2018S003785    ;No hi ha causa mediata
2018S001491    ;AlcoholÃ¨mia
2018S001411    ;No hi ha causa mediata
2018S004489    ;No hi ha causa mediata
2018S000909    ;No hi ha causa mediata
2018S008486    ;No hi ha causa mediata
2018S008409    ;No hi ha causa mediata
2018S004563    ;No hi ha causa mediata
2018S003877    ;No hi ha causa mediata
2018S001723    ;No hi ha causa mediata
2018S000631    ;No hi ha causa mediata
2018S001107    ;No hi ha causa mediata
2018S001954    ;No hi ha causa mediata
2018S002025    ;No hi ha causa mediata
2018S001684    ;No hi ha causa mediata
2018S005938    ;No hi ha causa mediata
2018S005461    ;No hi ha causa mediata
2018S001129    ;No hi ha causa mediata
2018S005604    ;No hi ha causa mediata
2018S005453    ;No hi ha causa mediata
2018S004322    ;No hi ha causa mediata
2018S003525    ;No hi ha causa mediata
2018S003146    ;No hi ha causa mediata
2018S001422    ;No hi ha causa mediata
2018S007711    ;No hi ha causa mediata
2018S006363    ;No hi ha causa mediata
2018S004731    ;No hi ha causa mediata
2018S003340    ;No hi ha causa mediata
2018S004589    ;AlcoholÃ¨mia
2018S003511    ;No hi ha causa mediata
2018S002728    ;No hi ha causa mediata
2018S007382    ;No hi ha causa mediata
2018S003563    ;No hi ha causa mediata
2018S000589    ;No hi ha causa mediata
2018S006865    ;No hi ha causa mediata
2018S004783    ;No hi ha causa mediata
2018S002843    ;No hi ha causa mediata
2018S003989    ;No hi ha causa mediata
2018S008470    ;No hi ha causa mediata
2018S009658    ;No hi ha causa mediata
2018S003165    ;No hi ha causa mediata
2018S000439    ;No hi ha causa mediata
2018S009226    ;No hi ha causa mediata
2018S002446    ;No hi ha causa mediata
2018S008965    ;No hi ha causa mediata
2018S001011    ;No hi ha causa mediata
2018S001784    ;No hi ha causa mediata
2018S009013    ;No hi ha causa mediata
2018S007256    ;No hi ha causa mediata
2018S005784    ;No hi ha causa mediata
2018S004562    ;No hi ha causa mediata
2018S006824    ;No hi ha causa mediata
2018S008900    ;No hi ha causa mediata
2018S005636    ;No hi ha causa mediata
2018S006037    ;No hi ha causa mediata
2018S005513    ;No hi ha causa mediata
2018S009773    ;No hi ha causa mediata
2018S009465    ;No hi ha causa mediata
2018S006372    ;No hi ha causa mediata
2018S005381    ;No hi ha causa mediata
2018S000895    ;No hi ha causa mediata
2018S007516    ;No hi ha causa mediata
2018S000613    ;No hi ha causa mediata
2018S008321    ;No hi ha causa mediata
2018S002969    ;No hi ha causa mediata
2018S008022    ;No hi ha causa mediata
2018S005478    ;No hi ha causa mediata
2018S002856    ;No hi ha causa mediata
2018S004771    ;No hi ha causa mediata
2018S009452    ;No hi ha causa mediata
2018S008686    ;No hi ha causa mediata
2018S005585    ;No hi ha causa mediata
2018S006062    ;No hi ha causa mediata
2018S003441    ;No hi ha causa mediata
2018S009489    ;No hi ha causa mediata
2018S006556    ;No hi ha causa mediata
2018S006745    ;No hi ha causa mediata
2018S004333    ;No hi ha causa mediata
2018S004998    ;No hi ha causa mediata
2018S005229    ;No hi ha causa mediata
2018S002563    ;No hi ha causa mediata
2018S004566    ;No hi ha causa mediata
2018S003250    ;No hi ha causa mediata
2018S000570    ;No hi ha causa mediata
2018S007247    ;No hi ha causa mediata
2018S005974    ;No hi ha causa mediata
2018S009649    ;No hi ha causa mediata
2018S009965    ;No hi ha causa mediata
2018S001164    ;No hi ha causa mediata
2018S009103    ;No hi ha causa mediata
2018S007479    ;No hi ha causa mediata
2018S005555    ;No hi ha causa mediata
2018S006056    ;No hi ha causa mediata
2018S002328    ;No hi ha causa mediata
2018S003488    ;No hi ha causa mediata
2018S006252    ;No hi ha causa mediata
2018S003045    ;No hi ha causa mediata
2018S002603    ;No hi ha causa mediata
2018S008117    ;No hi ha causa mediata
2018S008849    ;No hi ha causa mediata
2018S005574    ;No hi ha causa mediata
2018S007520    ;No hi ha causa mediata
2018S009612    ;No hi ha causa mediata
2018S001100    ;No hi ha causa mediata
2018S004113    ;No hi ha causa mediata
2018S000627    ;No hi ha causa mediata
2018S003500    ;CalÃ§ada en mal estat
2018S000974    ;No hi ha causa mediata
2018S001722    ;No hi ha causa mediata
2018S006688    ;No hi ha causa mediata
2018S001058    ;Factors meteorolÃ²gics
2018S004287    ;No hi ha causa mediata
2018S001996    ;No hi ha causa mediata
2018S009076    ;No hi ha causa mediata
2018S008808    ;No hi ha causa mediata
2018S004182    ;No hi ha causa mediata
2018S003884    ;No hi ha causa mediata
2018S005804    ;No hi ha causa mediata
2018S002407    ;No hi ha causa mediata
2018S002624    ;No hi ha causa mediata
2018S009597    ;No hi ha causa mediata
2018S009205    ;No hi ha causa mediata
2018S007469    ;No hi ha causa mediata
2018S001105    ;No hi ha causa mediata
2018S006954    ;No hi ha causa mediata
2018S003612    ;No hi ha causa mediata
2018S001235    ;No hi ha causa mediata
2018S000513    ;AlcoholÃ¨mia
2018S008039    ;No hi ha causa mediata
2018S002627    ;No hi ha causa mediata
2018S008372    ;No hi ha causa mediata
2018S003025    ;No hi ha causa mediata
2018S007707    ;No hi ha causa mediata
2018S001900    ;No hi ha causa mediata
2018S007188    ;No hi ha causa mediata
2018S003123    ;No hi ha causa mediata
2018S003774    ;No hi ha causa mediata
2018S007718    ;No hi ha causa mediata
2018S000190    ;No hi ha causa mediata
2018S005284    ;No hi ha causa mediata
2018S002368    ;No hi ha causa mediata
2018S001713    ;No hi ha causa mediata
2018S008028    ;No hi ha causa mediata
2018S007137    ;No hi ha causa mediata
2018S008565    ;No hi ha causa mediata
2018S006804    ;No hi ha causa mediata
2018S002750    ;No hi ha causa mediata
2018S001483    ;No hi ha causa mediata
2018S001306    ;No hi ha causa mediata
2018S001039    ;No hi ha causa mediata
2018S000851    ;AlcoholÃ¨mia
2018S004823    ;No hi ha causa mediata
2018S007341    ;No hi ha causa mediata
2018S001094    ;No hi ha causa mediata
2018S005880    ;No hi ha causa mediata
2018S008844    ;No hi ha causa mediata
2018S003585    ;No hi ha causa mediata
2018S009889    ;No hi ha causa mediata
2018S006084    ;No hi ha causa mediata
2018S004332    ;No hi ha causa mediata
2018S007445    ;No hi ha causa mediata
2018S004414    ;No hi ha causa mediata
2018S006855    ;No hi ha causa mediata
2018S009639    ;No hi ha causa mediata
2018S001992    ;No hi ha causa mediata
2018S001881    ;No hi ha causa mediata
2018S001220    ;No hi ha causa mediata
2018S000016    ;No hi ha causa mediata
2018S007826    ;No hi ha causa mediata
2018S004937    ;No hi ha causa mediata
2018S009684    ;No hi ha causa mediata
2018S009339    ;No hi ha causa mediata
2018S006485    ;No hi ha causa mediata
2018S005098    ;No hi ha causa mediata
2018S007942    ;No hi ha causa mediata
2018S004974    ;No hi ha causa mediata
2018S007910    ;No hi ha causa mediata
2018S000144    ;No hi ha causa mediata
2018S006377    ;No hi ha causa mediata
2018S009556    ;No hi ha causa mediata
2018S007839    ;No hi ha causa mediata
2018S007439    ;No hi ha causa mediata
2018S003712    ;No hi ha causa mediata
2018S005339    ;No hi ha causa mediata
2018S007219    ;No hi ha causa mediata
2018S002182    ;No hi ha causa mediata
2018S009963    ;No hi ha causa mediata
2018S006757    ;No hi ha causa mediata
2018S008985    ;No hi ha causa mediata
2018S009857    ;No hi ha causa mediata
2018S005238    ;CalÃ§ada en mal estat
2018S002496    ;No hi ha causa mediata
2018S001144    ;No hi ha causa mediata
2018S000450    ;No hi ha causa mediata
2018S000467    ;No hi ha causa mediata
2018S006184    ;ExcÃ©s de velocitat o inadequada
2018S001889    ;No hi ha causa mediata
2018S007601    ;No hi ha causa mediata
2018S004236    ;No hi ha causa mediata
2018S005359    ;No hi ha causa mediata
2018S001549    ;AlcoholÃ¨mia
2018S004200    ;No hi ha causa mediata
2018S001588    ;No hi ha causa mediata
2018S004718    ;AlcoholÃ¨mia
2018S004661    ;No hi ha causa mediata
2018S000217    ;Drogues o medicaments
2018S002731    ;No hi ha causa mediata
2018S003207    ;No hi ha causa mediata
2018S004588    ;No hi ha causa mediata
2018S001118    ;No hi ha causa mediata
2018S001123    ;No hi ha causa mediata
2018S004065    ;No hi ha causa mediata
2018S005641    ;No hi ha causa mediata
2018S000615    ;No hi ha causa mediata
2018S001877    ;No hi ha causa mediata
2018S002921    ;No hi ha causa mediata
2018S002034    ;No hi ha causa mediata
2018S007490    ;No hi ha causa mediata
2018S007436    ;No hi ha causa mediata
2018S006140    ;No hi ha causa mediata
2018S005033    ;No hi ha causa mediata
2018S001968    ;No hi ha causa mediata
2018S007655    ;No hi ha causa mediata
2018S009009    ;AlcoholÃ¨mia
2018S000507    ;No hi ha causa mediata
2018S002616    ;No hi ha causa mediata
2018S000829    ;No hi ha causa mediata
2018S005955    ;No hi ha causa mediata
2018S009540    ;No hi ha causa mediata
2018S002453    ;AlcoholÃ¨mia
2018S006554    ;No hi ha causa mediata
2018S006681    ;No hi ha causa mediata
2018S000708    ;No hi ha causa mediata
2018S006814    ;No hi ha causa mediata
2018S003064    ;No hi ha causa mediata
2018S006264    ;No hi ha causa mediata
2018S001536    ;No hi ha causa mediata
2018S001883    ;No hi ha causa mediata
2018S006610    ;No hi ha causa mediata
2018S008300    ;No hi ha causa mediata
2018S002957    ;No hi ha causa mediata
2018S006685    ;No hi ha causa mediata
2018S000273    ;No hi ha causa mediata
2018S000377    ;No hi ha causa mediata
2018S008482    ;No hi ha causa mediata
2018S005153    ;No hi ha causa mediata
2018S002157    ;No hi ha causa mediata
2018S001682    ;No hi ha causa mediata
2018S002962    ;No hi ha causa mediata
2018S006885    ;No hi ha causa mediata
2018S005773    ;No hi ha causa mediata
2018S004561    ;No hi ha causa mediata
2018S009923    ;No hi ha causa mediata
2018S008268    ;No hi ha causa mediata
2018S007588    ;No hi ha causa mediata
2018S008361    ;AlcoholÃ¨mia
2018S008941    ;No hi ha causa mediata
2018S002230    ;No hi ha causa mediata
2018S002650    ;No hi ha causa mediata
2018S004809    ;No hi ha causa mediata
2018S009383    ;No hi ha causa mediata
2018S000297    ;No hi ha causa mediata
2018S007976    ;No hi ha causa mediata
2018S002767    ;No hi ha causa mediata
2018S006159    ;No hi ha causa mediata
2018S007622    ;AlcoholÃ¨mia
2018S000355    ;No hi ha causa mediata
2018S007134    ;No hi ha causa mediata
2018S009222    ;No hi ha causa mediata
2018S007231    ;No hi ha causa mediata
2018S006939    ;No hi ha causa mediata
2018S005266    ;No hi ha causa mediata
2018S002288    ;No hi ha causa mediata
2018S008780    ;No hi ha causa mediata
2018S000960    ;No hi ha causa mediata
2018S002105    ;No hi ha causa mediata
2018S004884    ;No hi ha causa mediata
2018S003307    ;No hi ha causa mediata
2018S005003    ;No hi ha causa mediata
2018S000446    ;No hi ha causa mediata
2018S009256    ;No hi ha causa mediata
2018S007398    ;No hi ha causa mediata
2018S005285    ;No hi ha causa mediata
2018S006058    ;No hi ha causa mediata
2018S007580    ;AlcoholÃ¨mia
2018S006088    ;No hi ha causa mediata
2018S005507    ;No hi ha causa mediata
2018S009848    ;No hi ha causa mediata
2018S008125    ;No hi ha causa mediata
2018S008146    ;No hi ha causa mediata
2018S001309    ;No hi ha causa mediata
2018S008937    ;No hi ha causa mediata
2018S007380    ;No hi ha causa mediata
2018S006340    ;No hi ha causa mediata
2018S005556    ;No hi ha causa mediata
2018S006710    ;No hi ha causa mediata
2018S006712    ;No hi ha causa mediata
2018S009481    ;No hi ha causa mediata
2018S004211    ;No hi ha causa mediata
2018S000900    ;No hi ha causa mediata
2018S003792    ;No hi ha causa mediata
2018S008883    ;No hi ha causa mediata
2018S005539    ;No hi ha causa mediata
2018S009575    ;No hi ha causa mediata
2018S006621    ;No hi ha causa mediata
2018S002699    ;No hi ha causa mediata
2018S005973    ;CalÃ§ada en mal estat
2018S007287    ;No hi ha causa mediata
2018S003418    ;CalÃ§ada en mal estat
2018S007945    ;No hi ha causa mediata
2018S001258    ;No hi ha causa mediata
2018S001823    ;No hi ha causa mediata
2018S008812    ;No hi ha causa mediata
2018S005879    ;No hi ha causa mediata
2018S007193    ;No hi ha causa mediata
2018S007037    ;No hi ha causa mediata
2018S009530    ;No hi ha causa mediata
2018S006038    ;No hi ha causa mediata
2018S004615    ;No hi ha causa mediata
2018S002321    ;No hi ha causa mediata
2018S007627    ;No hi ha causa mediata
2018S007838    ;No hi ha causa mediata
2018S009926    ;No hi ha causa mediata
2018S006378    ;No hi ha causa mediata
2018S000318    ;No hi ha causa mediata
2018S009792    ;No hi ha causa mediata
2018S007992    ;No hi ha causa mediata
2018S000663    ;No hi ha causa mediata
2018S008000    ;No hi ha causa mediata
2018S001606    ;No hi ha causa mediata
2018S005923    ;No hi ha causa mediata
2018S006437    ;No hi ha causa mediata
2018S001943    ;No hi ha causa mediata
2018S003644    ;No hi ha causa mediata
2018S005119    ;No hi ha causa mediata
2018S001233    ;No hi ha causa mediata
2018S007250    ;No hi ha causa mediata
2018S005286    ;No hi ha causa mediata
2018S003019    ;No hi ha causa mediata
2018S000813    ;No hi ha causa mediata
2018S001236    ;No hi ha causa mediata
2018S003020    ;No hi ha causa mediata
2018S009424    ;No hi ha causa mediata
2018S009685    ;No hi ha causa mediata
2018S008593    ;No hi ha causa mediata
2018S002971    ;No hi ha causa mediata
2018S007318    ;No hi ha causa mediata
2018S004048    ;No hi ha causa mediata
2018S004208    ;No hi ha causa mediata
2018S007703    ;No hi ha causa mediata
2018S002533    ;No hi ha causa mediata
2018S007324    ;No hi ha causa mediata
2018S007038    ;No hi ha causa mediata
2018S001397    ;No hi ha causa mediata
2018S000621    ;No hi ha causa mediata
2018S000201    ;No hi ha causa mediata
2018S007526    ;No hi ha causa mediata
2018S007182    ;No hi ha causa mediata
2018S001884    ;No hi ha causa mediata
2018S003409    ;No hi ha causa mediata
2018S000541    ;No hi ha causa mediata
2018S003323    ;AlcoholÃ¨mia
2018S007774    ;No hi ha causa mediata
2018S005343    ;No hi ha causa mediata
2018S004276    ;No hi ha causa mediata
2018S000183    ;No hi ha causa mediata
2018S006666    ;No hi ha causa mediata
2018S000712    ;No hi ha causa mediata
2018S004369    ;No hi ha causa mediata
2018S004218    ;No hi ha causa mediata
2018S009884    ;No hi ha causa mediata
2018S000619    ;No hi ha causa mediata
2018S005826    ;No hi ha causa mediata
2018S009815    ;No hi ha causa mediata
2018S006299    ;No hi ha causa mediata
2018S002626    ;No hi ha causa mediata
2018S008371    ;AlcoholÃ¨mia
2018S007773    ;No hi ha causa mediata
2018S001250    ;No hi ha causa mediata
2018S003975    ;No hi ha causa mediata
2018S005234    ;No hi ha causa mediata
2018S005752    ;No hi ha causa mediata
2018S004362    ;No hi ha causa mediata
2018S003909    ;No hi ha causa mediata
2018S003892    ;No hi ha causa mediata
2018S001494    ;No hi ha causa mediata
2018S001778    ;No hi ha causa mediata
2018S008189    ;No hi ha causa mediata
2018S000172    ;No hi ha causa mediata
2018S009345    ;No hi ha causa mediata
2018S004093    ;No hi ha causa mediata
2018S009549    ;No hi ha causa mediata
2018S009793    ;No hi ha causa mediata
2018S002923    ;No hi ha causa mediata
2018S002571    ;No hi ha causa mediata
2018S006077    ;No hi ha causa mediata
2018S009863    ;No hi ha causa mediata
2018S009564    ;No hi ha causa mediata
2018S004150    ;No hi ha causa mediata
2018S004117    ;No hi ha causa mediata
2018S009759    ;No hi ha causa mediata
2018S006535    ;No hi ha causa mediata
2018S003838    ;No hi ha causa mediata
2018S000687    ;No hi ha causa mediata
2018S007929    ;No hi ha causa mediata
2018S007904    ;No hi ha causa mediata
2018S006495    ;No hi ha causa mediata
2018S000380    ;No hi ha causa mediata
2018S000234    ;No hi ha causa mediata
2018S001403    ;No hi ha causa mediata
2018S006593    ;No hi ha causa mediata
2018S007776    ;No hi ha causa mediata
2018S008208    ;No hi ha causa mediata
2018S002690    ;No hi ha causa mediata
2018S002019    ;No hi ha causa mediata
2018S002200    ;No hi ha causa mediata
2018S001616    ;No hi ha causa mediata
2018S009265    ;No hi ha causa mediata
2018S004031    ;No hi ha causa mediata
2018S000220    ;No hi ha causa mediata
2018S002485    ;No hi ha causa mediata
2018S003609    ;No hi ha causa mediata
2018S006765    ;No hi ha causa mediata
2018S003426    ;No hi ha causa mediata
2018S005419    ;No hi ha causa mediata
2018S008115    ;No hi ha causa mediata
2018S003417    ;AlcoholÃ¨mia
2018S007158    ;No hi ha causa mediata
2018S001525    ;No hi ha causa mediata
2018S009313    ;No hi ha causa mediata
2018S005603    ;No hi ha causa mediata
2018S002318    ;AlcoholÃ¨mia
2018S006146    ;No hi ha causa mediata
2018S007229    ;No hi ha causa mediata
2018S008007    ;No hi ha causa mediata
2018S007608    ;No hi ha causa mediata
2018S008666    ;No hi ha causa mediata
2018S008423    ;No hi ha causa mediata
2018S003176    ;No hi ha causa mediata
2018S009934    ;No hi ha causa mediata
2018S001972    ;No hi ha causa mediata
2018S004571    ;No hi ha causa mediata
2018S000256    ;No hi ha causa mediata
2018S007036    ;No hi ha causa mediata
2018S004284    ;No hi ha causa mediata
2018S002721    ;No hi ha causa mediata
2018S008447    ;No hi ha causa mediata
2018S000916    ;No hi ha causa mediata
2018S009311    ;No hi ha causa mediata
2018S006536    ;No hi ha causa mediata
2018S000552    ;No hi ha causa mediata
2018S000320    ;No hi ha causa mediata
2018S000636    ;No hi ha causa mediata
2018S009828    ;No hi ha causa mediata
2018S006400    ;No hi ha causa mediata
2018S007437    ;No hi ha causa mediata
2018S000198    ;No hi ha causa mediata
2018S000515    ;AlcoholÃ¨mia
2018S009781    ;No hi ha causa mediata
2018S009195    ;No hi ha causa mediata
2018S002040    ;No hi ha causa mediata
2018S002038    ;No hi ha causa mediata
2018S003163    ;No hi ha causa mediata
2018S009301    ;No hi ha causa mediata
2018S008783    ;No hi ha causa mediata
2018S007395    ;No hi ha causa mediata
2018S007336    ;No hi ha causa mediata
2018S003952    ;No hi ha causa mediata
2018S002809    ;No hi ha causa mediata
2018S004595    ;No hi ha causa mediata
2018S000869    ;No hi ha causa mediata
2018S005142    ;No hi ha causa mediata
2018S006055    ;No hi ha causa mediata
2018S008559    ;No hi ha causa mediata
2018S007025    ;No hi ha causa mediata
2018S006543    ;AlcoholÃ¨mia
2018S001762    ;No hi ha causa mediata
2018S003211    ;No hi ha causa mediata
2018S008158    ;No hi ha causa mediata
2018S005457    ;No hi ha causa mediata
2018S008806    ;AlcoholÃ¨mia
2018S006262    ;No hi ha causa mediata
2018S001644    ;No hi ha causa mediata
2018S002727    ;No hi ha causa mediata
2018S008207    ;No hi ha causa mediata
2018S006267    ;No hi ha causa mediata
2018S006162    ;No hi ha causa mediata
2018S005972    ;No hi ha causa mediata
2018S009506    ;No hi ha causa mediata
2018S007872    ;No hi ha causa mediata
2018S004605    ;No hi ha causa mediata
2018S001077    ;No hi ha causa mediata
2018S002998    ;No hi ha causa mediata
2018S009637    ;No hi ha causa mediata
2018S003597    ;No hi ha causa mediata
2018S000211    ;No hi ha causa mediata
2018S004455    ;No hi ha causa mediata
2018S006905    ;No hi ha causa mediata
2018S008796    ;No hi ha causa mediata
2018S004655    ;No hi ha causa mediata
2018S001695    ;AlcoholÃ¨mia
2018S009034    ;No hi ha causa mediata
2018S008306    ;No hi ha causa mediata
2018S005124    ;No hi ha causa mediata
2018S007463    ;AlcoholÃ¨mia
2018S003780    ;No hi ha causa mediata
2018S008589    ;No hi ha causa mediata
2018S004067    ;No hi ha causa mediata
2018S002954    ;No hi ha causa mediata
2018S001034    ;No hi ha causa mediata
2018S003432    ;No hi ha causa mediata
2018S006517    ;No hi ha causa mediata
2018S002515    ;No hi ha causa mediata
2018S004502    ;No hi ha causa mediata
2018S007145    ;No hi ha causa mediata
2018S003964    ;No hi ha causa mediata
2018S002274    ;No hi ha causa mediata
2018S001798    ;No hi ha causa mediata
2018S001648    ;No hi ha causa mediata
2018S000452    ;No hi ha causa mediata
2018S004454    ;No hi ha causa mediata
2018S004712    ;No hi ha causa mediata
2018S000253    ;No hi ha causa mediata
2018S003560    ;No hi ha causa mediata
2018S007235    ;No hi ha causa mediata
2018S003972    ;No hi ha causa mediata
2018S007671    ;No hi ha causa mediata
2018S002813    ;No hi ha causa mediata
2018S003863    ;No hi ha causa mediata
2018S006109    ;No hi ha causa mediata
2018S007240    ;No hi ha causa mediata
2018S003926    ;No hi ha causa mediata
2018S002155    ;No hi ha causa mediata
2018S008465    ;No hi ha causa mediata
2018S005129    ;No hi ha causa mediata
2018S005544    ;No hi ha causa mediata
2018S000068    ;No hi ha causa mediata
2018S005818    ;No hi ha causa mediata
2018S005816    ;No hi ha causa mediata
2018S000152    ;No hi ha causa mediata
2018S009503    ;No hi ha causa mediata
2018S000567    ;No hi ha causa mediata
2018S005748    ;No hi ha causa mediata
2018S001833    ;No hi ha causa mediata
2018S003675    ;No hi ha causa mediata
2018S006848    ;No hi ha causa mediata
2018S005183    ;No hi ha causa mediata
2018S009435    ;No hi ha causa mediata
2018S001048    ;No hi ha causa mediata
2018S006361    ;No hi ha causa mediata
2018S006210    ;No hi ha causa mediata
2018S005498    ;No hi ha causa mediata
2018S004946    ;No hi ha causa mediata
2018S004174    ;No hi ha causa mediata
2018S004345    ;No hi ha causa mediata
2018S008238    ;No hi ha causa mediata
2018S009026    ;No hi ha causa mediata
2018S009903    ;No hi ha causa mediata
2018S007478    ;No hi ha causa mediata
2018S001843    ;No hi ha causa mediata
2018S001523    ;No hi ha causa mediata
2018S009362    ;No hi ha causa mediata
2018S001013    ;No hi ha causa mediata
2018S002115    ;No hi ha causa mediata
2018S004769    ;No hi ha causa mediata
2018S003831    ;No hi ha causa mediata
2018S008939    ;No hi ha causa mediata
2018S008932    ;No hi ha causa mediata
2018S004112    ;No hi ha causa mediata
2018S003293    ;No hi ha causa mediata
2018S003648    ;No hi ha causa mediata
2018S008383    ;No hi ha causa mediata
2018S003350    ;ExcÃ©s de velocitat o inadequada
2018S005442    ;No hi ha causa mediata
2018S004326    ;No hi ha causa mediata
2018S005919    ;No hi ha causa mediata
2018S006248    ;No hi ha causa mediata
2018S005762    ;No hi ha causa mediata
2018S004382    ;No hi ha causa mediata
2018S001191    ;No hi ha causa mediata
2018S009558    ;No hi ha causa mediata
2018S002829    ;No hi ha causa mediata
2018S006744    ;No hi ha causa mediata
2018S007255    ;No hi ha causa mediata
2018S002853    ;No hi ha causa mediata
2018S007267    ;No hi ha causa mediata
2018S003028    ;No hi ha causa mediata
2018S005158    ;No hi ha causa mediata
2018S009859    ;No hi ha causa mediata
2018S009037    ;No hi ha causa mediata
2018S006322    ;No hi ha causa mediata
2018S004613    ;No hi ha causa mediata
2018S008676    ;No hi ha causa mediata
2018S008526    ;No hi ha causa mediata
2018S001111    ;No hi ha causa mediata
2018S008802    ;No hi ha causa mediata
2018S000731    ;No hi ha causa mediata
2018S002028    ;No hi ha causa mediata
2018S002914    ;No hi ha causa mediata
2018S001417    ;No hi ha causa mediata
2018S003539    ;No hi ha causa mediata
2018S004647    ;No hi ha causa mediata
2018S001353    ;No hi ha causa mediata
2018S002004    ;No hi ha causa mediata
2018S005654    ;No hi ha causa mediata
2018S009032    ;No hi ha causa mediata
2018S008583    ;No hi ha causa mediata
2018S003181    ;ExcÃ©s de velocitat o inadequada
2018S008928    ;No hi ha causa mediata
2018S009500    ;No hi ha causa mediata
2018S004417    ;No hi ha causa mediata
2018S003244    ;No hi ha causa mediata
2018S009839    ;No hi ha causa mediata
2018S001911    ;No hi ha causa mediata
2018S000739    ;No hi ha causa mediata
2018S007326    ;No hi ha causa mediata
2018S005967    ;No hi ha causa mediata
2018S001825    ;No hi ha causa mediata
2018S004940    ;No hi ha causa mediata
2018S001769    ;No hi ha causa mediata
2018S002221    ;No hi ha causa mediata
2018S000603    ;No hi ha causa mediata
2018S003823    ;No hi ha causa mediata
2018S007593    ;No hi ha causa mediata
2018S007809    ;AlcoholÃ¨mia
2018S002810    ;No hi ha causa mediata
2018S002073    ;No hi ha causa mediata
2018S000854    ;No hi ha causa mediata
2018S001994    ;No hi ha causa mediata
2018S008258    ;No hi ha causa mediata
2018S006797    ;No hi ha causa mediata
2018S007297    ;No hi ha causa mediata
2018S005121    ;No hi ha causa mediata
2018S009167    ;No hi ha causa mediata
2018S009864    ;No hi ha causa mediata
2018S007784    ;No hi ha causa mediata
2018S003694    ;No hi ha causa mediata
2018S000639    ;No hi ha causa mediata
2018S002420    ;No hi ha causa mediata
2018S008066    ;No hi ha causa mediata
2018S009234    ;No hi ha causa mediata
2018S008331    ;No hi ha causa mediata
2018S001379    ;No hi ha causa mediata
2018S004179    ;No hi ha causa mediata
2018S007553    ;No hi ha causa mediata
2018S004089    ;No hi ha causa mediata
2018S000819    ;No hi ha causa mediata
2018S004083    ;No hi ha causa mediata
2018S000433    ;No hi ha causa mediata
2018S002993    ;No hi ha causa mediata
2018S004788    ;No hi ha causa mediata
2018S004172    ;No hi ha causa mediata
