"CODI_VIA","CODI_CARRER_INE","TIPUS_VIA","NOM_OFICIAL","NOM_CURT","NRE_MIN","NRE_MAX"
"700885","05209","Parc","Parc de les Cascades","Parc Cascades","",""
"700886","05210","Pl","Plaça del Llagut","Pl Llagut","",""
"700887","05211","C","Carrer del Poliol","Poliol","",""
"700888","05212","Jard","Jardins d'Atlanta","Jard Atlanta","",""
"700889","05213","Jard","Jardins de Can Cuiàs","Jard Can Cuiàs","",""
"700891","05215","Jard","Jardins dels Doctors Dolsa","Jard Doctors Dolsa","",""
"700892","05216","Pg","Passeig de Garcia Fària","Pg Garcia Fària","",""
"700893","05217","C","Carrer de Rubió i Balaguer","Rubió i Balaguer","",""
"700894","05218","Jard","Jardins de la Creu de Pedralbes","Jard Creu Pedralbe","",""
"700895","05219","Pl","Plaça del Baró de Viver","Pl Baró de Viver","",""
"700898","05222","C","Carrer de Bràfim","Bràfim","",""
"700899","05223","Pl","Plaça de Ca n'Ensenya","Pl Ca n'Ensenya","",""
"700901","05225","C","Carrer de Nulles","Nulles","",""
"700903","05227","Jard","Jardins dels Rasos de Peguera","Jard Rasos Peguera","",""
"700904","05228","C","Carrer de Vila-rodona","Vila-rodona","",""
"700905","05229","Parc","Parc de Josep M. Serra Martí","Parc J. M. Serra","",""
"700906","05230","Av","Avinguda de Manuel Azaña","Av Manuel Azaña","",""
"700907","05231","C","Carrer del General Batet","General Batet","",""
"700908","05232","Ptge","Passatge de Sant Joan de Malta","Ptge St Joan Malta","",""
"700910","05234","Pl","Plaça d'Emili Mira","Pl Emili Mira","",""
"700911","05235","Pl","Plaça del Mar","Pl Mar","",""
"700912","05236","C","Carrer del Naranjo de Bulnes","Naranjo de Bulnes","",""
"700918","05242","Pl","Plaça de Santa Creu d'Olorda","Pl Sta Creu Olorda","",""
"700919","05243","C","Carrer del Polvorí","Polvorí","",""
"700920","05244","Pl","Plaça del Setge de 1714","Pl Setge de 1714","",""
"700921","05245","Pl","Plaça de la Clota","Pl Clota","",""
"700929","05253","Pl","Plaça de Joan Casanelles","Pl Joan Casanelles","",""
"700930","05254","Pl","Plaça de John Lennon","Pl John Lennon","",""
"700931","05255","C","Carrer de Josep Samitier","Josep Samitier","",""
"700932","05256","C","Carrer de Maria Montessori","Maria Montessori","",""
"700933","05257","Pl","Plaça del Poble Romaní","Pl Poble Romaní","",""
"700934","05258","Jard","Jardins de les Tres Xemeneies","Jard Tres Xemeneie","",""
"700935","05259","Pl","Plaça del Xiprer","Pl Xiprer","",""
"700941","05265","C","Carrer de Menéndez y Pelayo","Menéndez y Pelayo","",""
"700942","05266","Jard","Jardins de Joana Tomàs","Jard Joana Tomàs","",""
"700943","05267","C","Carrer de Mercè Rodoreda","Mercè Rodoreda","",""
"700945","05269","C","Carrer de Josep Sunyol i Garriga","J Sunyol i Garriga","",""
"700946","05270","C","Carrer de Carles Ferrer Salat","Carles Ferrer Sala","",""
"700947","05271","Pl","Plaça de Clementina Arderiu","Pl C Arderiu","",""
"700948","05272","Pl","Plaça de les Havaneres","Pl Havaneres","",""
"700949","05273","Jard","Jardins de Màlaga","Jard Màlaga","",""
"700950","05274","Pl","Plaça de Theolongo Bacchio","Pl T Bacchio","",""
"700952","05276","Ptge","Passatge del Vapor Vell","Ptge Vapor Vell","",""
"700953","05277","Pl","Plaça de la Marina de Sants","Pl Marina de Sants","",""
"700954","05278","Ptge","Passatge de La Canadenca","Ptge La Canadenca","",""
"700955","05279","C","Carrer Sense Nom (700946 T M Hospitalet)","SN (700946 Hospit","",""
"700956","05280","C","Carrer de Francesca Bonnemaison","F Bonnemaison","",""
"700957","05281","C","Carrer de Pere Vergés","Pere Vergés","",""
"700958","05282","C","Carrer de l'Antàrtic","Antàrtic","",""
"700959","05283","C","Carrer de l'Àrtic","Àrtic","",""
"700960","05284","C","Carrer de l'Atlàntic","Atlàntic","",""
"700961","05285","Jard","Jardins dels Castellers","Jard Castellers","",""
"700962","05286","C","Carrer de l'Índic","Índic","",""
"700963","05287","Ptge","Passatge de Malacca","Ptge Malacca","",""
"700964","05288","Jard","Jardins de Manuel Sacristán","Jard M Sacristán","",""
"700965","05289","C","Carrer de la Mar Groga","Mar Groga","",""
"700966","05290","C","Carrer de la Mar Roja","Mar Roja","",""
"700967","05291","Av","Avinguda dels Ports d'Europa","Av Ports d'Europa","",""
"700968","05292","Ptge","Passatge de Suez","Ptge Suez","",""
"700969","05293","C","Carrer de Gaspar Cassadó","Gaspar Cassadó","",""
"700974","05298","Pl","Plaça del Doctor Cararach Mauri","Pl Dr Cararach Mau","",""
"700975","05299","Ptge","Passatge de les Bateries","Ptge Bateries","",""
"700983","05308","Pl","Plaça de Montserrat Roca i Baltà","Pl M Roca i Baltà","",""
"700984","05309","C","Carrer d'Apel·les Fenosa","Apel·les Fenosa","",""
"700985","05310","Pl","Plaça de Josep M. Poblet","Pl Josep M. Poblet","",""
"700987","05312","Pl","Plaça de la Modernitat","Pl Modernitat","",""
"700988","05313","Pl","Plaça de Manuel Torrente","Pl Manuel Torrente","",""
"700989","05314","Pg","Passeig de la Font d'Arboç","Pg Font d'Arboç","",""
"700990","05315","Jard","Jardins de Joan Vinyoli","Jard Joan Vinyoli","",""
"700993","05318","Pl","Plaça Verda de la Prosperitat","Pl Ver Prosperitat","",""
"700995","05320","Jard","Jardins de Tiberio Ávila","Jard Tiberio Ávila","",""
"700999","05324","Esc","Escales del Matagalls","Esc Matagalls","",""
"701000","05325","Esc","Escales d'Erta","Esc Erta","",""
"701003","05328","Jard","Jardins d'Olga Sacharoff","Jard O Sacharoff","",""
"701004","05329","Jard","Jardins de Blanca Selva i Henry","Jard B Selva Henry","",""
"701008","05333","Ptge","Passatge de Granollers","Ptge Granollers","",""
"701025","05350","C","Carrer de Can Falgàs","Can Falgàs","",""
"701027","05352","C","Carrer de George R. Collins","George R. Collins","",""
"701034","05359","C","Carrer del Saüc","Saüc","",""
"701043","05368","Pl","Plaça d'Artur Martorell","Pl Artur Martorell","",""
"701044","05369","Pl","Plaça de Manuel Ainaud","Pl Manuel Ainaud","",""
"701045","05370","C","Carrer de Josep Estalella","Josep Estalella","",""
"701046","05371","Pl","Plaça de Fernando de los Ríos","Pl Fernando Ríos","",""
"701047","05372","C","Carrer d'Àngels Garriga","Àngels Garriga","",""
"701048","05373","C","Carrer de Fèlix Martí Alpera","Fèlix Martí Alpera","",""
"701053","05378","Jard","Jardins de Marcos Redondo","Jard M Redondo","",""
"701059","05384","Jard","Jardins de Juan Ponce","Jard Juan Ponce","",""
"701064","05389","Pl","Plaça de Nou Barris","Pl Nou Barris","",""
"701065","05390","C","Carrer de Cordelles","Cordelles","",""
"701067","05392","C","Carrer del Cànem","Cànem","",""
"701068","05393","C","Carrer de Vila Arrufat","Vila Arrufat","",""
"701069","05394","Jard","Jardins de Frederica Montseny","Jard F Montseny","",""
"701070","05395","Pl","Plaça de José Sánchez Ríos","Pl J Sánchez Ríos","",""
"701071","05396","Pl","Plaça de George Orwell","Pl George Orwell","",""
"701073","05398","Ptge","Passatge Mare de Déu de l'Estrella","Ptge Mare Déu Estr","",""
"701074","05399","Parc","Parc de Bederrida","Parc Bederrida","",""
"701075","05400","Jard","Jardins de Clara Campoamor","Jard C Campoamor","",""
"701076","05402","Jard","Jardins de Ferran Soldevila","Jard F Soldevila","",""
"701077","05403","C","Carrer de Pau Romeva","Pau Romeva","",""
"701078","05404","Pl","Plaça de Martí Llauradó","Pl Martí Llauradó","",""
"701079","05405","Pl","Plaça de Jacint Reventós","Pl Jacint Reventós","",""
"701080","05406","Pl","Plaça de l'Estatut","Pl Estatut","",""
"701088","05414","Pl","Plaça de Conxita Badia","Pl Conxita Badia","",""
"701089","05415","Ptge","Passatge de Josep Ricart i Giralt","Ptge Ricart Giralt","",""
"701097","05423","Pl","Plaça de Blanquerna","Pl Blanquerna","",""
"701098","05424","C","Carrer de Can Figuerola","Can Figuerola","",""
"701100","05426","Jard","Jardins de Dolors Aleu","Jard Dolors Aleu","",""
"701103","05429","Pl","Plaça d'Alfonso Comín","Pl Alfonso Comín","",""
"701104","05430","Parc","Parc de la Barceloneta","Parc Barceloneta","",""
"701105","05431","C","Carrer de Budapest","Budapest","",""
"701106","05432","Ptge","Passatge de Casa Llarga","Ptge Casa Llarga","",""
"701107","05433","Pl","Plaça dels Indians","Pl Indians","",""
"701108","05434","Pl","Plaça de Pere Falqués","Pl Pere Falqués","",""
"701109","05435","Pl","Plaça de Julio González","Pl Julio González","",""
"701111","05437","Ptge","Passatge d'Amadeu Bagués","Ptge Amadeu Bagués","",""
"701112","05438","Pl","Plaça d'André Malraux","Pl André Malraux","",""
"701113","05439","Jard","Jardins del Doctor Castelló","Jard Dr Castelló","",""
"701114","05440","Ctra","Carretera C-33","Ctra C-33","",""
"701118","05444","Plta","Placeta de Rafaela Serrano","Plta R Serrano","",""
"701119","05445","Jard","Jardins d'El Petit Príncep","Jard Petit Príncep","",""
"701121","05447","Camí","Camí de les Quatre Estacions","Camí Quatre Estaci","",""
"701124","05450","Pl","Plaça de Falset","Pl Falset","",""
"701125","05451","Pl","Plaça de Nou Pins","Pl Nou Pins","",""
"701126","05452","C","Carrer Sense Nom (Pg Santa Coloma Nus Trinitat)","SN(Sta Coloma Nus","",""
"701133","05459","Pl","Plaça de Mossèn Joan Cortinas","Pl Msèn J Cortinas","",""
"701135","05461","Pl","Plaça d'Álvaro Cunqueiro","Pl Á Cunqueiro","",""
"701138","05464","Pl","Plaça de Sant Galdric","Pl Sant Galdric","",""
"701139","05465","Jard","Jardins del Valent Petit","Jard Valent Petit","",""
"701140","05466","Pl","Plaça de l'Olivereta","Pl Olivereta","",""
"701141","05467","Jard","Jardins de Sebastià Gasch","Jard Sebast Gasch","",""
"701142","05468","Pl","Plaça de Teresa Claramunt","Pl T Claramunt","",""
"701143","05469","Jrdi","Jardí de les Tres Torres","Jrdi Tres Torres","",""
"701146","05472","Jard","Jardins de Cèsar Martinell","Jard C Martinell","",""
"701147","05473","C","Carrer de Joan Sales","Joan Sales","",""
"701148","05474","C","Carrer d'Albert Einstein","Albert Einstein","",""
"701149","05475","C","Carrer de Marie Curie","Marie Curie","",""
"701150","05476","Pl","Plaça de Mercè Capsir","Pl Mercè Capsir","",""
"701152","05478","Pl","Plaça de Joaquim Xirau i Palau","Pl J Xirau Palau","",""
"701153","05479","Parc","Parc de la Font Florida","Parc Font Florida","",""
"701155","05481","Jard","Jardins del Doctor Comas i Llaberia","Jard Dr Comas Llab","",""
"701156","05482","Pl","Plaça del Taxi","Pl Taxi","",""
"701157","05483","C","Carrer de Luz Casanova","Luz Casanova","",""
"701160","05486","Jard","Jardins del Baix Guinardó","Jard Baix Guinardó","",""
"701161","05487","Pl","Plaça d'Islàndia","Pl Islàndia","",""
"701162","05488","Jard","Jardins de Casa Bloc","Jard Casa Bloc","",""
"701163","05489","Pl","Plaça de Miguel de Unamuno","Pl Miguel Unamuno","",""
"701164","05490","Pl","Plaça de Josep Puig i Esteve","Pl J Puig i Esteve","",""
"701166","05492","Pl","Plaça de les Fonts","Pl Fonts","",""
"701171","05497","Jard","Jardins del Bosquet dels Encants","Jard Bosquet Encan","",""
"701175","05501","Pl","Plaça de les Constel·lacions","Pl Constel·lacions","",""
"701176","05502","C","Carrer de Greenwich","Greenwich","",""
"701177","05504","Pl","Plaça de Monterrey","Pl Monterrey","",""
"701178","05505","Pl","Plaça de l'Óssa Menor","Pl Óssa Menor","",""
"701179","05506","C","Carrer dels Solsticis","Solsticis","",""
"701180","05507","Pl","Plaça de Pere Coromines","Pl Pere Coromines","",""
"701182","05509","Jard","Jardins del Port Romà","Jard Port Romà","",""
"701183","05510","Jard","Jardins de Ca l'Alena","Jard Ca l'Alena","",""
"701184","05511","Jard","Jardins de Can Sentmenat","Jard Can Sentmenat","",""
"701185","05512","Jard","Jardins de La Tamarita","Jard La Tamarita","",""
"701186","05513","Pl","Plaça de Mossèn Ferran Palau","Pl Mn Ferran Palau","",""
"701187","05514","Pl","Plaça de Josep Obiols","Pl Josep Obiols","",""
"701188","05515","Jard","Jardins de les Hortes de Sant Bertran","Jard Hortes S Bert","",""
"701191","05518","Pl","Plaça de les Arts","Pl Arts","",""
"701194","05521","Jard","Jardins de Marià Manent","Jard Marià Manent","",""
"701196","05523","Pl","Plaça de l'Ictíneo","Pl Ictíneo","",""
"701197","05524","Pg","Passeig d'Ítaca","Pg Ítaca","",""
"701198","05525","Pl","Plaça de l'Odissea","Pl Odissea","",""
"701199","05526","Rbla","Rambla de Mar","Rbla Mar","",""
"701200","05527","Camí","Camí de la Torre de Sansalvador","Camí T Sansalvador","",""
"701201","05528","Ptge","Passatge dels Dardanels","Ptge Dardanels","",""
"701202","05529","Ptge","Passatge d'Aral","Ptge Aral","",""
"701203","05530","Jard","Jardins del Clot de la Mel","Jard Clot Mel","",""
"701204","05531","C","Carrer de l'Avançada","Avançada","",""
"701205","05532","C","Carrer de Josep Ferrater i Móra","J Ferrater i Móra","",""
"701206","05533","Pl","Plaça d'Antoni Genescà i Corominas","Pl Genescà Coromin","",""
"701207","05534","Ptge","Passatge de Joan Mirambell i Bertran","Ptge J Mirambell B","",""
"701208","05535","Pl","Plaça de La Maquinista","Pl La Maquinista","",""
"701210","05537","Jard","Jardins de Manuel de Pedrolo","Jard M Pedrolo","",""
"701211","05538","Pl","Plaça de Frederic Marès","Pl Frederic Marès","",""
"701212","05539","Pl","Plaça de Pieyre de Mandiargues","Pl P Mandiargues","",""
"701213","05540","C","Carrer de Robert Robert","Robert Robert","",""
"701214","05541","Pl","Plaça de Portocristo","Pl Portocristo","",""
"701215","05542","C","Carrer de Maria Aurèlia Capmany","M Aurèlia Capmany","",""
"701216","05543","Pl","Plaça de les Roquetes","Pl Roquetes","",""
"701217","05544","Pl","Plaça de Mossèn Josep Pedragosa","Pl Msèn Pedragosa","",""
"701218","05545","Pl","Plaça de Josep Rovira","Pl Josep Rovira","",""
"701220","05547","Pl","Plaça de Gabriela Mistral","Pl G Mistral","",""
"701221","05548","Pl","Plaça de la Tolerància","Pl Tolerància","",""
"701222","05549","Pl","Plaça de Joan Coromines","Pl Joan Coromines","",""
"701223","05550","Pas","Pas de l'Institut Escola","Pas Inst Escola","",""
"701224","05551","C","Carrer de Josep Pijoan","Josep Pijoan","",""
"701225","05552","Pl","Plaça d'Anna Frank","Pl Anna Frank","",""
"701226","05553","Pl","Plaça de Belianes","Pl Belianes","",""
"701227","05554","Jard","Jardins de Montserrat Roig","Jard Montse Roig","",""
"701230","05557","Jard","Jardins de Josep Amat","Jard Josep Amat","",""
"701232","05559","Pl","Plaça d'Henry Dunant","Pl Henry Dunant","",""
"701236","05563","Jard","Jardins de Manuel Blancafort","Jard M Blancafort","",""
"701237","05564","Jrdi","Jardí de Petra Kelly","Jrdi Petra Kelly","",""
"701238","05565","C","Carrer de Duoda","Duoda","",""
"701240","05567","Pl","Plaça de Victòria Kent","Pl Victòria Kent","",""
"701241","05568","Pl","Plaça de Joaquín Maurín","Pl Joaquín Maurín","",""
"701242","05569","Jard","Jardins de Mercè Plantada","Jard M Plantada","",""
"701243","05570","Pl","Plaça de Maria-Antònia Salvà","Pl M Antònia Salvà","",""
"701244","05571","Jrdi","Jardí d'Elies Ortiz","Jrdi Elies Ortiz","",""
"701245","05572","Ptge","Passatge de Maria Vila","Ptge Maria Vila","",""
"701246","05573","Pla","Pla de Nicolás Salmerón","Pla N Salmerón","",""
"701247","05574","Pl","Plaça de Mossèn Miquel Vall i Mundó","Pl Mn M Vall Mundó","",""
"701248","05575","Ptge","Passatge del Llobregat","Ptge Llobregat","",""
"701251","05578","Pl","Plaça de Jean Genet","Pl Jean Genet","",""
"701252","05579","Pl","Plaça de la Vidriera","Pl Vidriera","",""
"701253","05580","Pl","Plaça dels Romeus de Sant Medir","Pl Romeus S Medir","",""
"701254","05581","Pl","Plaça de Pere Figuera i Serra","Pl P Figuera Serra","",""
"701258","05585","Pl","Plaça de la Creu Roja","Pl Creu Roja","",""
"701260","05587","Pl","Plaça de Montserrat Garriga","Pl Montse Garriga","",""
"701261","05588","Pl","Plaça de Gato Pérez","Pl Gato Pérez","",""
"701262","05589","Pl","Plaça de Madrona Prat","Pl Madrona Prat","",""
"701263","05590","Camí","Camí del Turó del Puig","Camí Turó del Puig","",""
"701264","05591","Parc","Parc de Diagonal Mar","Parc Diagonal Mar","",""
"701265","05592","Rda","Ronda Litoral (Besòs)","Rda Litoral(Besòs)","",""
"701266","05593","Rda","Ronda Litoral (Llobregat)","Rda Litoral(Llobre","",""
"701267","05594","Rda","Ronda de Dalt (Besòs)","Rda Dalt (Besòs)","",""
"701268","05595","Rda","Ronda de Dalt (Llobregat)","Rda Dalt(Llobregat","",""
"701271","05598","Pl","Plaça de Jaume Sabartés","Pl Jaume Sabartés","",""
"701272","05599","Jard","Jardins de la Mediterrània","Jard Mediterrània","",""
"701273","05600","Pl","Plaça d'Hilari Salvadó","Pl Hilari Salvadó","",""
"701274","05601","Pl","Plaça de Lluís Casassas","Pl Lluís Casassas","",""
"701276","05603","Jard","Jardins de Carles Barral","Jard Carles Barral","",""
"701277","05604","Jard","Jardins de Josep M. Sostres","Jard J. M. Sostres","",""
"701278","05605","Pg","Passeig del Taulat","Pg Taulat","",""
"701279","05606","Pl","Plaça de Ramon Calsina","Pl Ramon Calsina","",""
"701280","05607","Jard","Jardins de Jaime Gil de Biedma","Jard J Gil Biedma","",""
"701281","05608","Pl","Plaça de Llevant","Pl Llevant","",""
"701282","05609","Jard","Jardins de Ca l'Aranyó","Jard Ca l'Aranyó","",""
"701284","05611","Jard","Jardins de Joan Fuster i Ortells","Jard J Fuster Orte","",""
"701285","05612","Parc","Parc de les Heures","Parc Heures","",""
"701286","05613","Jard","Jardins del Carlit","Jard Carlit","",""
"701287","05614","Jard","Jardins de la Torre de les Aigües","Jard Torre Aigües","",""
"701288","05615","Jard","Jardins de l'Arboreda","Jard Arboreda","",""
"701289","05616","Jard","Jardins d'Antoni Puigvert","Jard A Puigvert","",""
"701291","05618","Rda","Ronda del Mig","Rda Mig","",""
"701292","05619","Pg","Passeig de l'Havana","Pg Havana","",""
"701293","05620","Jard","Jardins de Can Ferrero","Jard Can Ferrero","",""
"701294","05621","Jard","Jardins de Cal Sèbio","Jard Cal Sèbio","",""
"701295","05622","Jard","Jardins de Joaquim Domingo i Sánchez","Jard J Domingo Sán","",""
"701296","05623","Jard","Jardins de Josep Goday i Casals","Jard J Goday Casal","",""
"701297","05624","Pl","Plaça de La Puntual","Pl La Puntual","",""
"701298","05625","Jard","Jardins de la Font dels Ocellets","Jard Font Ocellets","",""
"701299","05626","Jard","Jardins del Mestre Balcells","Jard Mest Balcells","",""
"701300","05627","Jard","Jardins de Sant Joan de Déu","Jard S Joan de Déu","",""
"701301","05628","Pl","Plaça de Sant Joan de les Abadesses","Pl St J Abadesses","",""
"701302","05629","Pl","Plaça de les Treballadores i Treballadors Harry Walker","Pl Harry Walker","",""
"701303","05630","Ptge","Passatge d'Ormuz","Ptge Ormuz","",""
"701304","05631","Ptge","Passatge de Bering","Ptge Bering","",""
"701305","05632","Ptge","Passatge de Moçambic","Ptge Moçambic","",""
"701306","05633","Ptge","Passatge de Yucatán","Ptge Yucatán","",""
"701307","05634","Ptge","Passatge de la Martinica","Ptge Martinica","",""
"701308","05635","Camí","Camí Antic de Sant Llàtzer","Camí A St Llàtzer","",""
"701309","05636","Pl","Plaça de Botticelli","Pl Botticelli","",""
"701310","05637","Pl","Plaça de Boyeros","Pl Boyeros","",""
"701311","05638","Pas","Pas d'Isadora Duncan","Pas Isadora Duncan","",""
"701312","05639","Jard","Jardins de Montbau","Jard Montbau","",""
"701313","05640","Pl","Plaça de la Mitja Lluna","Pl Mitja Lluna","",""
"701314","05641","Jard","Jardins de Can Brasó","Jard Can Brasó","",""
"701315","05642","Pl","Plaça de Can Galta Cremat","Pl Can Galta Crema","",""
"701316","05643","Pl","Plaça de Josep Andreu i Abelló","Pl J Andreu Abelló","",""
"701317","05644","Pl","Plaça de Can Fabra","Pl Can Fabra","",""
"701318","05645","Jard","Jardins de Gatcpac","Jard Gatcpac","",""
"701319","05646","Jard","Jardins de Massana","Jard Massana","",""
"701320","05647","Parc","Parc de La Maquinista de Sant Andreu","Parc La Maquinista","",""
"701321","05648","C","Carrer de São Paulo","São Paulo","",""
"701322","05649","C","Carrer de Martin Luther King","Martin Luther King","",""
"701323","05650","C","Carrer de Joan Comorera","Joan Comorera","",""
"701324","05651","C","Carrer d'Estefania de Requesens","E de Requesens","",""
"701325","05652","Jard","Jardins de Clotilde Cerdà","Jard C Cerdà","",""
"701326","05653","Rbla","Rambla de Fabra i Puig","Rbla Fabra i Puig","",""
"701327","05654","C","Carrer de Ferran Turné","Ferran Turné","",""
"701328","05655","Pl","Plaça de Kõbe","Pl Kõbe","",""
"701329","05656","Jard","Jardins de Rosa Luxemburg","Jard R Luxemburg","",""
"701330","05657","Pl","Plaça de la Font del Roure","Pl Font del Roure","",""
"701331","05658","Jard","Jardins de Manuel J. Arnalot","Jard Manuel J. Arn","",""
"701332","05659","Pl","Plaça de Meguidó","Pl Meguidó","",""
"701333","05660","Pl","Plaça de les Sibil·les","Pl Sibil·les","",""
"701334","05661","C","Carrer de Fernando Pessoa","Fernando Pessoa","",""
"701335","05662","C","Carrer dels Tarongers","Tarongers","",""
"701336","05663","Jard","Jardins de Can Castelló","Jard Can Castelló","",""
"701337","05664","Jard","Jardins de Frida Kahlo","Jard Frida Kahlo","",""
"701338","05665","Jard","Jardins d'Hiroshima","Jard Hiroshima","",""
"701339","05666","Jard","Jardins de Jaume Planas i Alemany","Jard J Planas Alem","",""
"701340","05667","Jard","Jardins de Laribal","Jard Laribal","",""
"701341","05668","Jard","Jardins del Teatre Grec","Jard Teatre Grec","",""
"701343","05670","Ptge","Passatge d'Elena Girol","Ptge Elena Girol","",""
"701344","05671","Jard","Jardins de Gandhi","Jard Gandhi","",""
"701345","05672","Parc","Parc de la Vall d'Hebron","Parc Vall d'Hebron","",""
"701346","05673","C","Carrer d'Antoni Gilabert i Bonet","A Gilabert i Bonet","",""
"701347","05674","C","Carrer de Jaume Brossa","Jaume Brossa","",""
"701348","05675","Parc","Parc Central de Nou Barris","Parc C Nou Barris","",""
"701349","05676","Pl","Plaça de les Drassanes","Pl Drassanes","",""
"701350","05677","Pl","Plaça de Can Dragó","Pl Can Dragó","",""
"701351","05678","C","Carrer Longitudinal 11","Longitudinal 11","",""
"701352","05679","C","Carrer de Gaziel","Gaziel","",""
"701353","05680","C","Carrer de Josep M. Lladó","Josep M. Lladó","",""
"701355","05682","C","Carrer de La Barcelonesa","La Barcelonesa","",""
"701356","05683","C","Carrer de Mérida","Mérida","",""
"701357","05684","Pg","Passeig de Potosí","Pg Potosí","",""
"701358","05685","C","Carrer de la Campana de La Maquinista","Campana Maquinista","",""
"701359","05686","Ptge","Passatge de Posoltega","Ptge Posoltega","",""
"701360","05687","C","Carrer dels Trens de La Maquinista","Trens Maquinista","",""
"701361","05688","C","Carrer de les Naus de La Maquinista","Naus Maquinista","",""
"701362","05689","C","Carrer dels Ponts de La Maquinista","Ponts Maquinista","",""
"701363","05690","Jard","Jardins de la Campana de La Maquinista","Jard C Maquinista","",""
"701364","05691","C","Carrer de Pere Terré i Domènech","Pere Terré Domènec","",""
"701365","05692","Jard","Jardins del Baluard","Jard Baluard","",""
"701366","05693","Pl","Plaça del Mina Grott","Pl Mina Grott","",""
"701367","05694","Rbla","Rambla del Raval","Rbla Raval","",""
"701369","05696","C","Carrer de Saturnino Calleja","Saturnino Calleja","",""
"701370","05697","Jrdi","Jardí de Joan Llarch","Jrdi Joan Llarch","",""
"701371","05698","C","Carrer de la República Dominicana","Repúb Dominicana","",""
"701374","05701","Jard","Jardins de Sant Pau del Camp","Jard Sant Pau Camp","",""
"701375","05702","Pl","Plaça d'Ovidi Montllor","Pl Ovidi Montllor","",""
"701376","05703","Pl","Plaça de les Matemàtiques","Pl Matemàtiques","",""
"701377","05704","Av","Avinguda del Carrilet","Av Carrilet","",""
"701378","05705","C","Carrer Número 29","Número 29","",""
"701379","05706","C","Carrer Número 28","Número 28","",""
"701380","05708","C","Carrer Número 27","Número 27","",""
"701381","05709","Av","Avinguda Número 1","Av Número 1","",""
"701382","05710","Av","Avinguda Número 2","Av Número 2","",""
"701383","05711","Av","Avinguda Número 3","Av Número 3","",""
"701384","05712","Pla","Pla de Miquel Tarradell","Pla M Tarradell","",""
"701385","05713","Pl","Plaça de Carmen Tórtola Valencia","Pl Carmen Tórtola","",""
"701386","05714","Pl","Plaça dels Germans Rubió i Bellver","Pl G Rubió Bellver","",""
"701387","05715","Jard","Jardins de Can Senillosa","Jard Can Senillosa","",""
"701388","05716","C","Carrer de Pau Sabater","Pau Sabater","",""
"701389","05717","Pl","Plaça de les Basses de la Peira","Pl Basses Peira","",""
"701390","05718","C","Carrer de María Zambrano","María Zambrano","",""
"701391","05719","C","Carrer de Jane Addams","Jane Addams","",""
"701392","05720","C","Carrer de Gernika","Gernika","",""
"701393","05721","C","Carrer de Soweto","Soweto","",""
"701394","05722","C","Carrer de Francesc Boix i Campo","F Boix i Campo","",""
"701395","05723","Pl","Plaça de Maria Espinalt i Font","Pl M Espinalt Font","",""
"701396","05724","Pl","Plaça de Soledad Gustavo","Pl Soledad Gustavo","",""
"701397","05725","Pl","Plaça dels Pins de Vallvidrera","Pl Pins de Vallvid","",""
"701398","05726","Jrdi","Jardí de Joaquima Raspall","Jrdi J Raspall","",""
"701400","05728","C","Carrer Número 21","Número 21","",""
"701401","05729","C","Carrer Número 22","Número 22","",""
"701402","05730","C","Carrer Número 24","Número 24","",""
"701403","05731","C","Carrer Número 25","Número 25","",""
"701404","05732","Av","Avinguda Número 4","Av Número 4","",""
"701405","05733","Av","Avinguda Número 5","Av Número 5","",""
"701414","05742","Ctra","Carretera C-31","Ctra C-31","",""
"701416","05744","Jard","Jardins d'Emma de Barcelona","Jard Emma Barcelon","",""
"701417","05745","Jard","Jardins de Safo","Jard Safo","",""
"701418","05746","Jard","Jardins de Fabià Puigserver","Jard F Puigserver","",""
"701419","05747","Jard","Jardins del Rector Oliveras","Jard Rtor Oliveras","",""
"701420","05748","Pl","Plaça de Fort Pienc","Pl Fort Pienc","",""
"701421","05749","Jard","Jardins de Sofia Barat","Jard Sofia Barat","",""
"701423","05751","Ctra","Carretera Antiga de Montjuïc","Ctra Ant Montjuïc","",""
"701424","05752","Pl","Plaça de Sarah Bernhardt","Pl Sarah Bernhardt","",""
"701425","05753","Ptge","Passatge d'Antaviana","Ptge Antaviana","",""
"701426","05754","Jard","Jardins del Doctor Robert","Jard Doctor Robert","",""
"701428","05756","Av","Avinguda Número 6","Av Número 6","",""
"701429","05757","C","Carrer Número 23","Número 23","",""
"701431","05759","Ctra","Carretera C-17 (Puigcerdà)","Ctra C-17(Puigcer)","",""
"701432","05760","Ctra","Carretera C-17 (Barcelona)","Ctra C-17 (Barna)","",""
"701433","05761","Rda","Ronda del Mig (Ascendent)","Rda Mig(Ascendent)","",""
"701434","05762","Rda","Ronda del Mig (Descendent)","Rda Mig (Descend)","",""
"701435","05763","C","Carrer Sense Nom (Ctra Vallvi Barna)","S N (Ctra Vallvi B","",""
"701436","05764","Esc","Escales de Montclar","Esc de Montclar","",""
"701437","05765","Jard","Jardins de Josep Munté","Jard Josep Munté","",""
"701438","05766","C","Carrer de l'Enginyeria","Enginyeria","",""
"701439","05767","Pl","Plaça de Raimon Noguera","Pl Raimon Noguera","",""
"701440","05768","Jard","Jardins del Camp de Sarrià","Jard Camp Sarrià","",""
"701441","05769","Av","Avinguda del Parc Logístic","Av Parc Logístic","",""
"701442","05770","Jard","Jardins dels Drets Humans","Jard Drets Humans","",""
