Code,Transport,Longitude,Latitude,Station,District.Name,Neighborhood.Name
K014,Day bus stop,2.158645,41.429615000000005,BUS -112--,Horta-Guinardó,Horta
K014,Day bus stop,2.2079400000000002,41.415946000000005,BUS -B25--,Sant Martí,el Besòs i el Maresme
K014,Day bus stop,2.12449,41.373531,BUS -LH2--,,
K015,Night bus stop,2.14183,41.396037,NITBUS -N7--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.153483,41.437416999999996,BUS -45-102-185--,Horta-Guinardó,Horta
K014,Day bus stop,2.16318,41.403918,BUS -55-114--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K015,Night bus stop,2.16318,41.403918,NITBUS -N6--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K015,Night bus stop,2.1544950000000003,41.386879,NITBUS -N12--,Eixample,l'Antiga Esquerra de l'Eixample
K015,Night bus stop,2.1646349999999996,41.394579,NITBUS -N7--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.12846,41.37892,BUS -54-H10--,Sants-Montjuïc,Sants - Badal
K014,Day bus stop,2.1266700000000003,41.381245,BUS -H8--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.125939,41.387710999999996,BUS -7-33-63-67-78-M12--,Les Corts,la Maternitat i Sant Ramon
K015,Night bus stop,2.183211,41.400544000000004,NITBUS -N2--,Eixample,el Fort Pienc
K015,Night bus stop,2.144094,41.403048,NITBUS -N5--,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Day bus stop,2.161833,41.420681,BUS -119-V17--,Horta-Guinardó,el Carmel
K015,Night bus stop,2.147407,41.401436,NITBUS -N5--,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Day bus stop,2.164762,41.387642,BUS -67-V15--,Eixample,l'Antiga Esquerra de l'Eixample
K014,Day bus stop,2.211264,41.422476,BUS -B25-V33--,Sant Martí,la Verneda i la Pau
K015,Night bus stop,2.136854,41.375341,NITBUS -N14-N2-N28--,Sants-Montjuïc,Sants
K015,Night bus stop,2.167753,41.415757,NITBUS -N0-N6--,Horta-Guinardó,el Guinardó
K015,Night bus stop,2.18052,41.447129,NITBUS -N1--,Nou Barris,la Trinitat Nova
K014,Day bus stop,2.157234,41.427203999999996,BUS -86-87-V21--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.176001,41.411602,BUS -117-D50--,Eixample,la Sagrada Família
K015,Night bus stop,2.190036,41.429320000000004,NITBUS -N9--,Sant Andreu,Sant Andreu
K014,Day bus stop,2.1721220000000003,41.426534000000004,BUS -19-45--,Horta-Guinardó,la Font d'en Fargues
K014,Day bus stop,2.159623,41.36785,BUS -55-150--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.134842,41.400193,BUS -70-H6-V11--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.123475,41.401009,BUS -75-H4--,Sarrià-Sant Gervasi,les Tres Torres
K014,Day bus stop,2.15807,41.419039,BUS -119-V17--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.134634,41.366648,BUS -V3--,Sants-Montjuïc,la Bordeta
K015,Night bus stop,2.20085,41.439231,NITBUS -N8--,Sant Andreu,el Bon Pastor
K014,Day bus stop,2.163335,41.406366999999996,BUS -55--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K015,Night bus stop,2.1497900000000003,41.437245000000004,NITBUS -N4--,Horta-Guinardó,Horta
K015,Night bus stop,2.140743,41.399822,NITBUS -N8--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Night bus stop,2.148324,41.435615999999996,NITBUS -N4--,Horta-Guinardó,la Vall d'Hebron
K015,Night bus stop,2.17172,41.418015000000004,NITBUS -N6--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.1520259999999998,41.356194,BUS -107--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.154366,41.35687,BUS -107--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.15321,41.355689,BUS -107--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.131911,41.375455,BUS -D20-52--,Sants-Montjuïc,Sants
K014,Day bus stop,2.142281,41.415515,BUS -27-123-124--,Gràcia,Vallcarca i els Penitents
K015,Night bus stop,2.200911,41.413699,NITBUS -N2--,Sant Martí,Provençals del Poblenou
K014,Day bus stop,2.09289,41.4156,BUS -118--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.096845,41.419216999999996,BUS -118--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.094778,41.423513,BUS -128--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.0938689999999998,41.426445,BUS -128--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.0947810000000002,41.423353000000006,BUS -128--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K015,Night bus stop,2.138268,41.402921,NITBUS -N0--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.153641,41.393863,BUS -67--,Eixample,l'Antiga Esquerra de l'Eixample
K014,Day bus stop,2.114548,41.396099,BUS -68-75-H4--,Les Corts,Pedralbes
K014,Day bus stop,2.149966,41.391090000000005,BUS -54-67-68--,Eixample,l'Antiga Esquerra de l'Eixample
K014,Day bus stop,2.13698,41.427012,BUS -19-76-112--,Horta-Guinardó,Sant Genís dels Agudells
K014,Day bus stop,2.143641,41.380503000000004,BUS -27-78-109-115-V7-H10-D40--,Eixample,la Nova Esquerra de l'Eixample
K014,Day bus stop,2.1163540000000003,41.377702,BUS -D20--,Les Corts,la Maternitat i Sant Ramon
K015,Night bus stop,2.177031,41.389744,NITBUS -N4--,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K015,Night bus stop,2.17042,41.408311,NITBUS -N4--,Horta-Guinardó,el Baix Guinardó
K014,Day bus stop,2.177447,41.403239,BUS -33-34-B24-H10-D50--,Eixample,la Sagrada Família
K015,Night bus stop,2.157584,41.425782,NITBUS -N4--,Horta-Guinardó,el Carmel
K015,Night bus stop,2.17835,41.443609,NITBUS -N1--,Nou Barris,Verdun
K015,Night bus stop,2.178966,41.445029,NITBUS -N1--,Nou Barris,Verdun
K014,Day bus stop,2.177507,41.445884,BUS -11-60-127-V29--,Nou Barris,les Roquetes
K014,Day bus stop,2.2032950000000002,41.408183,BUS -B25-V27--,Sant Martí,Provençals del Poblenou
K014,Day bus stop,2.212432,41.416145,BUS -V31-136--,Sant Martí,el Besòs i el Maresme
K015,Night bus stop,2.114389,41.401866999999996,NITBUS -N8--,Sarrià-Sant Gervasi,Sarrià
K014,Day bus stop,2.155481,41.380122,BUS -H12-52--,Eixample,la Nova Esquerra de l'Eixample
K014,Day bus stop,2.144507,41.387035,BUS -54--,Eixample,la Nova Esquerra de l'Eixample
K014,Day bus stop,2.172863,41.390218,BUS -39-45-B24-B25-B20-V17--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.180446,41.407340999999995,BUS -D50--,Eixample,la Sagrada Família
K014,Day bus stop,2.182776,41.403809,BUS -62--,Eixample,la Sagrada Família
K014,Day bus stop,2.173505,41.410651,BUS -19-45-47-92-H8--,Horta-Guinardó,el Baix Guinardó
K015,Night bus stop,2.146658,41.415582,NITBUS -N5--,Gràcia,el Coll
K015,Night bus stop,2.147579,41.417634,NITBUS -N4-N5--,Gràcia,el Coll
K014,Day bus stop,2.183246,41.431616999999996,BUS -97--,Sant Andreu,Sant Andreu
K014,Day bus stop,2.109175,41.389928999999995,BUS -63-68-75-78-H4--,Les Corts,Pedralbes
K015,Night bus stop,2.161481,41.380678,NITBUS -N6--,Eixample,Sant Antoni
K015,Night bus stop,2.155981,41.380125,NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--,Eixample,Sant Antoni
K014,Day bus stop,2.187093,41.412902,BUS -62--,Sant Martí,el Clot
K014,Day bus stop,2.201002,41.436501,BUS -11-60-H4--,Sant Andreu,el Bon Pastor
K014,Day bus stop,2.111606,41.376009,BUS -157--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.158359,41.439749,BUS -27-60-76-185-B19-H4--,Horta-Guinardó,Horta
K014,Day bus stop,2.208063,41.439285999999996,BUS -11-H4--,Sant Andreu,el Bon Pastor
K014,Day bus stop,2.158444,41.417204999999996,BUS -24-92--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.208135,41.439479,BUS -11-V33--,Sant Andreu,el Bon Pastor
K015,Night bus stop,2.208135,41.439479,NITBUS -N8--,Sant Andreu,el Bon Pastor
K015,Night bus stop,2.178538,41.376684999999995,NITBUS -N0-N6--,Ciutat Vella,el Barri Gòtic
K015,Night bus stop,2.180319,41.378893,NITBUS -N0-N6--,Ciutat Vella,el Barri Gòtic
K015,Night bus stop,2.144607,41.393778999999995,NITBUS -N7--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.181821,41.406508,BUS -33-34-B24-H10--,Eixample,la Sagrada Família
K014,Day bus stop,2.111628,41.384240000000005,BUS -7-67-75-L97-L79-E43--,Les Corts,la Maternitat i Sant Ramon
K015,Night bus stop,2.111628,41.384240000000005,NITBUS -N12--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.175242,41.407323,BUS -19-V21--,Eixample,la Sagrada Família
K014,Day bus stop,2.149596,41.374155,BUS -13-23-150--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.171793,41.423713,BUS -39--,Horta-Guinardó,la Font d'en Fargues
K014,Day bus stop,2.165652,41.397220000000004,BUS -45-47--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.17047,41.375051,BUS -21-D20-H14-88-V11--,Ciutat Vella,el Raval
K014,Day bus stop,2.166631,41.376187,BUS -V11--,Ciutat Vella,el Raval
K015,Night bus stop,2.1867419999999997,41.417596,NITBUS -N3--,Sant Andreu,Navas
K014,Day bus stop,2.1633400000000003,41.4333,BUS -V27--,Nou Barris,el Turó de la Peira
K014,Day bus stop,2.1726,41.459959000000005,BUS -62-76-83--,Nou Barris,Ciutat Meridiana
K015,Night bus stop,2.140354,41.412017,NITBUS -N4-N5--,Sarrià-Sant Gervasi,el Putxet i el Farró
K015,Night bus stop,2.153009,41.40889,NITBUS -N0--,Gràcia,la Salut
K015,Night bus stop,2.178758,41.443539,NITBUS -N1--,Nou Barris,la Prosperitat
K014,Day bus stop,2.151129,41.401272,BUS -22-24-114-87--,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Day bus stop,2.140792,41.398091,BUS -68-V11--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.141625,41.404026,BUS -V15--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.117213,41.403989,BUS -60-130-V7--,Sarrià-Sant Gervasi,Sarrià
K014,Day bus stop,2.126155,41.410494,BUS -60--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.1291919999999998,41.397822,BUS -68--,Sarrià-Sant Gervasi,les Tres Torres
K015,Night bus stop,2.183307,41.397694,NITBUS -N0--,Eixample,el Fort Pienc
K015,Night bus stop,2.181437,41.460715,NITBUS -N3--,Nou Barris,Torre Baró
K014,Day bus stop,2.1396290000000002,41.367999,BUS -46-65-79-109-165-L70-L72-L80-L81-L86-L87-L94-L95-CJ-H12-H16-V5-E95--,Sants-Montjuïc,la Bordeta
K014,Day bus stop,2.175321,41.425592,BUS -19-45--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.132751,41.380823,BUS -54-H10--,Sants-Montjuïc,Sants
K015,Night bus stop,2.132751,41.380823,NITBUS -N3--,Sants-Montjuïc,Sants
K014,Day bus stop,2.17615,41.459492,BUS -D50--,Nou Barris,Ciutat Meridiana
K014,Day bus stop,2.180395,41.382851,BUS -45-120-V17-V15--,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K015,Night bus stop,2.177304,41.384994,NITBUS -N8-N28--,Ciutat Vella,el Barri Gòtic
K014,Day bus stop,2.125538,41.32489,BUS -109-110--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.187393,41.380006,BUS -39-45-59-D20-V15--,Ciutat Vella,la Barceloneta
K015,Night bus stop,2.209784,41.420303000000004,NITBUS -N2--,Sant Martí,el Besòs i el Maresme
K015,Night bus stop,2.1888400000000003,41.449884000000004,NITBUS -N3--,Sant Andreu,la Trinitat Vella
K014,Day bus stop,2.189915,41.447106,BUS -60-127--,Sant Andreu,la Trinitat Vella
K015,Night bus stop,2.122895,41.375634000000005,NITBUS -N14-N2-N28--,Sants-Montjuïc,Sants - Badal
K014,Day bus stop,2.1591240000000003,41.450140999999995,BUS -102--,Horta-Guinardó,Horta
K015,Night bus stop,2.1131729999999997,41.401324,NITBUS -N8--,Sarrià-Sant Gervasi,Sarrià
K015,Night bus stop,2.190664,41.413999,NITBUS -N9--,Sant Martí,el Clot
K014,Day bus stop,2.197708,41.411666,BUS -H12--,Sant Martí,Sant Martí de Provençals
K014,Day bus stop,2.1449409999999998,41.375199,BUS -D20-52--,Sants-Montjuïc,Hostafrancs
K015,Night bus stop,2.1449409999999998,41.375199,NITBUS -N14-N2-N28--,Sants-Montjuïc,Hostafrancs
K014,Day bus stop,2.125178,41.377072999999996,BUS -54-75-H8--,Sants-Montjuïc,Sants - Badal
K014,Day bus stop,2.1462849999999998,41.369436,BUS -13-23-150--,Sants-Montjuïc,la Font de la Guatlla
K014,Day bus stop,2.158226,41.41918,BUS -119-V17--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.157859,41.419051,BUS -24--,Horta-Guinardó,el Carmel
K015,Night bus stop,2.137497,41.402732,NITBUS -N0--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.179794,41.425709999999995,BUS -V27--,Sant Andreu,el Congrés i els Indians
K015,Night bus stop,2.191359,41.420891,NITBUS -N9--,Sant Andreu,la Sagrera
K014,Day bus stop,2.101642,41.408899,BUS -111--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.112256,41.416657,BUS -111--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K015,Night bus stop,2.1918860000000002,41.390943,NITBUS -N0--,Sant Martí,la Vila Olímpica del Poblenou
K015,Night bus stop,2.191259,41.404602000000004,NITBUS -N7--,Sant Martí,el Parc i la Llacuna del Poblenou
K014,Day bus stop,2.183903,41.429389,BUS -H6--,Sant Andreu,Sant Andreu
K014,Day bus stop,2.1774,41.424783000000005,BUS -47-H6-D40-D50--,Sant Andreu,el Congrés i els Indians
K014,Day bus stop,2.204863,41.407623,BUS -7--,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K014,Day bus stop,2.1198490000000003,41.377087,BUS -54-157-D20-H8--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.175509,41.463715,BUS -62-76-104-83--,,
K014,Day bus stop,2.20238,41.394264,BUS -H16-V27--,Sant Martí,el Poblenou
K014,Day bus stop,2.15457,41.366033,BUS -125-150--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.155344,41.366196,BUS -150--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.147411,41.376692999999996,BUS -109--,Sants-Montjuïc,Hostafrancs
K014,Day bus stop,2.1704470000000002,41.392037,BUS -39-45-47-B24-V17--,Eixample,la Dreta de l'Eixample
K015,Night bus stop,2.194785,41.428154,NITBUS -N9--,Sant Andreu,Sant Andreu
K015,Night bus stop,2.155031,41.430665000000005,NITBUS -N4--,Horta-Guinardó,la Clota
K014,Day bus stop,2.1621,41.396498,BUS -39--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.154618,41.388586,BUS -59--,Eixample,l'Antiga Esquerra de l'Eixample
K015,Night bus stop,2.190545,41.444571,NITBUS -N9--,Sant Andreu,Sant Andreu
K015,Night bus stop,2.1829669999999997,41.430690999999996,NITBUS -N3--,Sant Andreu,Sant Andreu
K014,Day bus stop,2.108086,41.389967,BUS -60--,Les Corts,Pedralbes
K015,Night bus stop,2.191109,41.437012,NITBUS -N9--,Sant Andreu,Sant Andreu
K015,Night bus stop,2.137679,41.330890999999994,NITBUS -N1--,Sants-Montjuïc,la Marina del Prat Vermell
K015,Night bus stop,2.1444330000000003,41.342588,NITBUS -N1--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.14973,41.412228000000006,BUS -116--,Gràcia,Vallcarca i els Penitents
K015,Night bus stop,2.104659,41.412973,NITBUS -N10--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.1125979999999998,41.416682,BUS -111--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.121102,41.421721999999995,BUS -111--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.153893,41.427446,BUS -112-185--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.156796,41.415634999999995,BUS -24-92--,Gràcia,la Salut
K014,Day bus stop,2.170455,41.399871999999995,BUS -33-34-B24-H10--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.1772150000000003,41.424214,BUS -19-45-47-H6-D50--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.164703,41.427813,BUS -19-45--,Horta-Guinardó,la Font d'en Fargues
K015,Night bus stop,2.164703,41.427813,NITBUS -N4--,Horta-Guinardó,la Font d'en Fargues
K014,Day bus stop,2.125047,41.380444,BUS -75-M12--,Les Corts,la Maternitat i Sant Ramon
K015,Night bus stop,2.194646,41.398747,NITBUS -N11-N8--,Sant Martí,el Poblenou
K014,Day bus stop,2.152206,41.403636999999996,BUS -22-24-27-87-V17-D40--,Gràcia,la Vila de Gràcia
K014,Day bus stop,2.149538,41.406777000000005,BUS -24-87-H6-D40--,Gràcia,la Vila de Gràcia
K015,Night bus stop,2.175611,41.378716,NITBUS -N12-N15-N9--,Ciutat Vella,el Barri Gòtic
K014,Day bus stop,2.122764,41.384184999999995,BUS -113--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.112428,41.389927,BUS -54-113--,Les Corts,Pedralbes
K014,Day bus stop,2.183242,41.431667,BUS -104--,Sant Andreu,Sant Andreu
K014,Day bus stop,2.119209,41.424159,BUS -111--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.144059,41.358452,BUS -13-23-V5--,Sants-Montjuïc,la Marina de Port
K014,Day bus stop,2.13374,41.398705,BUS -H6--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.1371830000000003,41.428077,BUS -19-76--,Horta-Guinardó,Sant Genís dels Agudells
K015,Night bus stop,2.197454,41.412636,NITBUS -N8--,Sant Martí,Sant Martí de Provençals
K014,Day bus stop,2.132802,41.368628,BUS -V3--,Sants-Montjuïc,la Bordeta
K015,Night bus stop,2.1995720000000003,41.448356,NITBUS -N9--,Sant Andreu,Baró de Viver
K014,Day bus stop,2.1541930000000002,41.374497,BUS -55--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.1537479999999998,41.3784,BUS -L94-L95-H12-E95-52--,Eixample,Sant Antoni
K014,Day bus stop,2.158773,41.407574,BUS -116--,Gràcia,la Vila de Gràcia
K014,Day bus stop,2.156832,41.420618,BUS -119-86--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.140587,41.417437,BUS -119--,Gràcia,Vallcarca i els Penitents
K014,Day bus stop,2.155348,41.423559999999995,BUS -119--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.167882,41.382646,BUS -120--,Ciutat Vella,el Raval
K014,Day bus stop,2.162903,41.373163,BUS -121--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.114631,41.375908,BUS -54-157-D20-H8--,,
K015,Night bus stop,2.114631,41.375908,NITBUS -N14-N3--,,
K015,Night bus stop,2.1667419999999997,41.401252,NITBUS -N4--,Eixample,la Dreta de l'Eixample
K015,Night bus stop,2.194603,41.383184,NITBUS -N8-N28--,Ciutat Vella,la Barceloneta
K015,Night bus stop,2.174081,41.400719,NITBUS -N1-N7--,Eixample,la Sagrada Família
K014,Day bus stop,2.197539,41.416478000000005,BUS -33-B24-H10--,Sant Martí,Sant Martí de Provençals
K014,Day bus stop,2.190919,41.426460999999996,BUS -34-126-H8-V31--,Sant Andreu,la Sagrera
K014,Day bus stop,2.160857,41.42953,BUS -102--,Horta-Guinardó,Horta
K014,Day bus stop,2.150937,41.35655,BUS -107--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.165778,41.439171,BUS -47-76-122-B19-82-V27-H4--,Nou Barris,la Guineueta
K014,Day bus stop,2.183824,41.435659,BUS -62-96-97-104--,Nou Barris,Porta
K014,Day bus stop,2.1597619999999997,41.411338,BUS -24-39-116-D40--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K015,Night bus stop,2.1625389999999998,41.406149,NITBUS -N6--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K014,Day bus stop,2.18445,41.435525,BUS -62-96-126--,Sant Andreu,Sant Andreu
K015,Night bus stop,2.1861639999999998,41.439563,NITBUS -N3--,Sant Andreu,Sant Andreu
K014,Day bus stop,2.1555869999999997,41.396099,BUS -V15--,Gràcia,la Vila de Gràcia
K015,Night bus stop,2.1555869999999997,41.396099,NITBUS -N5--,Gràcia,la Vila de Gràcia
K014,Day bus stop,2.1681340000000002,41.430515,BUS -122-V27--,Nou Barris,el Turó de la Peira
K014,Day bus stop,2.199767,41.448598,BUS -11-60-B19-M28--,Sant Andreu,la Trinitat Vella
K015,Night bus stop,2.1240639999999997,41.399974,NITBUS -N7-N10--,Sarrià-Sant Gervasi,les Tres Torres
K014,Day bus stop,2.207297,41.434744,BUS -V33--,Sant Andreu,el Bon Pastor
K014,Day bus stop,2.170497,41.444284,BUS -47--,Nou Barris,Canyelles
K014,Day bus stop,2.165211,41.444314,BUS -27-47-V27--,Nou Barris,Canyelles
K015,Night bus stop,2.165211,41.444314,NITBUS -N6--,Nou Barris,Canyelles
K015,Night bus stop,2.16375,41.375129,NITBUS -N0--,Eixample,Sant Antoni
K014,Day bus stop,2.1825799999999997,41.406556,BUS -92--,Eixample,la Sagrada Família
K014,Day bus stop,2.143821,41.391796,BUS -27-H8-D40--,Les Corts,les Corts
K015,Night bus stop,2.1382220000000003,41.412133000000004,NITBUS -N4-N5--,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Day bus stop,2.12485,41.410819000000004,BUS -196--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.1190759999999997,41.420514000000004,BUS -111--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.168241,41.434052,BUS -122--,Nou Barris,Can Peguera
K014,Day bus stop,2.181277,41.460466,BUS -80-81--,Nou Barris,Torre Baró
K014,Day bus stop,2.180354,41.458867,BUS -83--,Nou Barris,Torre Baró
K014,Day bus stop,2.1571279999999997,41.411729,BUS -116--,Gràcia,la Salut
K014,Day bus stop,2.162297,41.442844,BUS -27-47-82-V27--,Nou Barris,Canyelles
K014,Day bus stop,2.163758,41.416357,BUS -114--,Horta-Guinardó,Can Baró
K014,Day bus stop,2.1599459999999997,41.419961,BUS -119--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.118819,41.421502000000004,BUS -111--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K015,Night bus stop,2.195481,41.40527,NITBUS -N7--,Sant Martí,el Poblenou
K014,Day bus stop,2.160165,41.429759000000004,BUS -45-185-86--,Horta-Guinardó,Horta
K014,Day bus stop,2.099803,41.425946,BUS -128--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.1556,41.411003,BUS -116--,Gràcia,la Salut
K015,Night bus stop,2.198336,41.406388,NITBUS -N7--,Sant Martí,Provençals del Poblenou
K015,Night bus stop,2.1334400000000002,41.394813,NITBUS -N0-N7--,Sarrià-Sant Gervasi,les Tres Torres
K015,Night bus stop,2.2099990000000003,41.408913,NITBUS -N7--,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K014,Day bus stop,2.1957880000000003,41.390338,BUS -59-92-H16-V27--,Sant Martí,la Vila Olímpica del Poblenou
K015,Night bus stop,2.12799,41.375529,NITBUS -N14-N2-N28--,Sants-Montjuïc,Sants - Badal
K014,Day bus stop,2.0898,41.426077,BUS -118--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.187716,41.441944,BUS -126--,Sant Andreu,Sant Andreu
K015,Night bus stop,2.216768,41.410638,NITBUS -N6-N7--,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K015,Night bus stop,2.139904,41.401241,NITBUS -N8--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Night bus stop,2.117213,41.403989,NITBUS -N8-N10--,Sarrià-Sant Gervasi,Sarrià
K015,Night bus stop,2.198256,41.417449,NITBUS -N8--,Sant Martí,Sant Martí de Provençals
K015,Night bus stop,2.199767,41.448598,NITBUS -N9--,Sant Andreu,la Trinitat Vella
K014,Day bus stop,2.131241,41.428090999999995,BUS -112--,Horta-Guinardó,Sant Genís dels Agudells
K014,Day bus stop,2.162651,41.412163,BUS -114--,Horta-Guinardó,el Baix Guinardó
K014,Day bus stop,2.1613740000000004,41.377331,BUS -121--,Eixample,Sant Antoni
K014,Day bus stop,2.1696009999999997,41.373886,BUS -121--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.1861639999999998,41.439563,BUS -62-96-126--,Sant Andreu,Sant Andreu
K015,Night bus stop,2.136587,41.375493,NITBUS -N14-N2-N28--,Sants-Montjuïc,Sants
K014,Day bus stop,2.1685779999999997,41.424202,BUS -39-117--,Horta-Guinardó,la Font d'en Fargues
K014,Day bus stop,2.194603,41.383184,BUS -45-59-D20-136--,Ciutat Vella,la Barceloneta
K014,Day bus stop,2.1728419999999997,41.381454999999995,BUS -59-V13--,Ciutat Vella,el Raval
K014,Day bus stop,2.144774,41.430695,BUS -27-60-76-B19-V21-H4--,Horta-Guinardó,Montbau
K014,Day bus stop,2.144087,41.431989,BUS -V21--,Horta-Guinardó,Montbau
K015,Night bus stop,2.161706,41.384431,NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--,Eixample,Sant Antoni
K015,Night bus stop,2.1419759999999997,41.369539,NITBUS -N1-N13-N15-N16-N17-N18--,Sants-Montjuïc,la Font de la Guatlla
K014,Day bus stop,2.155079,41.419958,BUS -92-V17--,Horta-Guinardó,el Carmel
K015,Night bus stop,2.19183,41.423279,NITBUS -N9--,Sant Andreu,la Sagrera
K015,Night bus stop,2.1807529999999997,41.419039,NITBUS -N1-N4--,Sant Andreu,Navas
K014,Day bus stop,2.1718040000000003,41.4075,BUS -45-47-H8--,Eixample,la Sagrada Família
K014,Day bus stop,2.190036,41.429320000000004,BUS -126-H8-V31--,Sant Andreu,Sant Andreu
K015,Night bus stop,2.131911,41.375455,NITBUS -N14-N2-N28--,Sants-Montjuïc,Sants
K014,Day bus stop,2.174345,41.371484,BUS -21--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.136225,41.425856,BUS -112--,Horta-Guinardó,Sant Genís dels Agudells
K015,Night bus stop,2.159227,41.383322,NITBUS -N12--,Eixample,l'Antiga Esquerra de l'Eixample
K014,Day bus stop,2.187425,41.451157,BUS -127-80-81--,Nou Barris,la Trinitat Nova
