"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"92086005523","Vall dHebron Barcelona Hospital Campus","#","Pg","Vall d'Hebron","119","129","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.428049","2.143458","428431.222","4586630.315","428523.135","4586831.291","902119049","Cita prèvia","","","","","","","",
"92086005523","Vall dHebron Barcelona Hospital Campus","#","Pg","Vall d'Hebron","119","129","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.428049","2.143458","428431.222","4586630.315","428523.135","4586831.291","932746000","Tel.","","","","","","","",
"92086005524","Vall dHebron Barcelona Hospital Campus","Servei Urgències","Pg","Vall d'Hebron","119","129","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.428049","2.143458","428431.222","4586630.315","428523.135","4586831.291","932746000","Tel.","","","","","","","",
"92086005524","Vall dHebron Barcelona Hospital Campus","Servei Urgències","Pg","Vall d'Hebron","119","129","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.428049","2.143458","428431.222","4586630.315","428523.135","4586831.291","932746100","Tel.","","","","","","","",
"92086005524","Vall dHebron Barcelona Hospital Campus","Servei Urgències","Pg","Vall d'Hebron","119","129","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.428049","2.143458","428431.222","4586630.315","428523.135","4586831.291","934893000","Tel.","","","","","","","",
"92086005755","Centre d'Atenció Primària Guineueta","#","Pg","Valldaura","135","135","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.439533","2.16605","430331.22","4587886.809","430423.15","4588087.798","934278996","Fax","","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Cotxeres o CUAP Horta.",
"92086005755","Centre d'Atenció Primària Guineueta","#","Pg","Valldaura","135","135","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.439533","2.16605","430331.22","4587886.809","430423.15","4588087.798","934278996","Fax","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086005755","Centre d'Atenció Primària Guineueta","#","Pg","Valldaura","135","135","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.439533","2.16605","430331.22","4587886.809","430423.15","4588087.798","933268901","Tel.","Programació de visites","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Cotxeres o CUAP Horta.",
"92086005755","Centre d'Atenció Primària Guineueta","#","Pg","Valldaura","135","135","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.439533","2.16605","430331.22","4587886.809","430423.15","4588087.798","933268901","Tel.","Programació de visites","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086005755","Centre d'Atenció Primària Guineueta","#","Pg","Valldaura","135","135","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.439533","2.16605","430331.22","4587886.809","430423.15","4588087.798","932749534","Centraleta","","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Cotxeres o CUAP Horta.",
"92086005755","Centre d'Atenció Primària Guineueta","#","Pg","Valldaura","135","135","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.439533","2.16605","430331.22","4587886.809","430423.15","4588087.798","932749534","Centraleta","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086012519","Centre d'Atenció Primària Trinitat Vella","#","Via","Bàrcino","88","88","57","la Trinitat Vella","09","Sant Andreu","08033","019","BARCELONA","41.450981","2.192785","432576.506","4589136.667","432668.456","4589337.668","933153937","Centraleta","","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Casernes Sant Andreu",
"92086012519","Centre d'Atenció Primària Trinitat Vella","#","Via","Bàrcino","88","88","57","la Trinitat Vella","09","Sant Andreu","08033","019","BARCELONA","41.450981","2.192785","432576.506","4589136.667","432668.456","4589337.668","933268901","Tel.","Programació de visites","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Casernes Sant Andreu",
"92086012519","Centre d'Atenció Primària Trinitat Vella","#","Via","Bàrcino","88","88","57","la Trinitat Vella","09","Sant Andreu","08033","019","BARCELONA","41.450981","2.192785","432576.506","4589136.667","432668.456","4589337.668","933153936","Centraleta","","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Casernes Sant Andreu",
"92086012519","Centre d'Atenció Primària Trinitat Vella","#","Via","Bàrcino","88","88","57","la Trinitat Vella","09","Sant Andreu","08033","019","BARCELONA","41.450981","2.192785","432576.506","4589136.667","432668.456","4589337.668","933153934","Centraleta","","01/01","31/12","1111111","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Casernes Sant Andreu",
"92086012522","Centre d'Atenció Primària Drassanes","#","Av","Drassanes","17","21","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.37655","2.173411","430879.452","4580888.59","430971.389","4581089.514","933293912","Tel.","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h atenció<br> al CAP Casc Antic.<br>Fora d'aquest horari truqueu al 061<br>o CUAP Manso, Centre Perecamps<br> o Hospital del Mar",
"92086012522","Centre d'Atenció Primària Drassanes","#","Av","Drassanes","17","21","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.37655","2.173411","430879.452","4580888.59","430971.389","4581089.514","933268901","Tel.","Programació de visites 24 h","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h atenció<br> al CAP Casc Antic.<br>Fora d'aquest horari truqueu al 061<br>o CUAP Manso, Centre Perecamps<br> o Hospital del Mar",
"92086012522","Centre d'Atenció Primària Drassanes","#","Av","Drassanes","17","21","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.37655","2.173411","430879.452","4580888.59","430971.389","4581089.514","933293050","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h atenció<br> al CAP Casc Antic.<br>Fora d'aquest horari truqueu al 061<br>o CUAP Manso, Centre Perecamps<br> o Hospital del Mar",
"92086013391","Centre d'Atenció Primària Bon Pastor","#","Pg","Mollerussa","67","67","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.438975","2.206215","433686.067","4587793.286","433778.028","4587994.275","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Cotxeres o CUAP Casernes<br> de Sant Andreu",
"92086013391","Centre d'Atenció Primària Bon Pastor","#","Pg","Mollerussa","67","67","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.438975","2.206215","433686.067","4587793.286","433778.028","4587994.275","933110999","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Cotxeres o CUAP Casernes<br> de Sant Andreu",
"92086013391","Centre d'Atenció Primària Bon Pastor","#","Pg","Mollerussa","67","67","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.438975","2.206215","433686.067","4587793.286","433778.028","4587994.275","933458791","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Cotxeres o CUAP Casernes<br> de Sant Andreu",
"92086018484","Centre d'Atenció Primària Sant Martí","#","C","Fluvià","211","211","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.414165","2.197349","432919.851","4585045.812","433011.806","4585246.775","933070812","Centraleta","","01/01","31/12","1111111","08:00:00","20:00:00","Atenció primària",
"92086018484","Centre d'Atenció Primària Sant Martí","#","C","Fluvià","211","211","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.414165","2.197349","432919.851","4585045.812","433011.806","4585246.775","933070812","Centraleta","","01/01","31/12","0000000","00:00:00","23:59:00","Urgències d'Atenció<br>Primària",
"92086018484","Centre d'Atenció Primària Sant Martí","#","C","Fluvià","211","211","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.414165","2.197349","432919.851","4585045.812","433011.806","4585246.775","933268901","Tel.","Programació de visites","01/01","31/12","1111111","08:00:00","20:00:00","Atenció primària",
"92086018484","Centre d'Atenció Primària Sant Martí","#","C","Fluvià","211","211","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.414165","2.197349","432919.851","4585045.812","433011.806","4585246.775","933268901","Tel.","Programació de visites","01/01","31/12","0000000","00:00:00","23:59:00","Urgències d'Atenció<br>Primària",
"92086018491","Centre d'Atenció Primària La Pau","#","C","Pere Vergés","3","3","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.42293","2.208665","433874.472","4586010.203","433966.435","4586211.175","933052804","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17 h,atenció<br> al CAP Besòs<br> Fora d'aquest horari telèfon 061<br>o CUAP Sant Martí.",
"92086018491","Centre d'Atenció Primària La Pau","#","C","Pere Vergés","3","3","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.42293","2.208665","433874.472","4586010.203","433966.435","4586211.175","932788660","Tel.","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17 h,atenció<br> al CAP Besòs<br> Fora d'aquest horari telèfon 061<br>o CUAP Sant Martí.",
"92086018491","Centre d'Atenció Primària La Pau","#","C","Pere Vergés","3","3","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.42293","2.208665","433874.472","4586010.203","433966.435","4586211.175","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17 h,atenció<br> al CAP Besòs<br> Fora d'aquest horari telèfon 061<br>o CUAP Sant Martí.",
"92086029434","Clínica Geriàtrica Solàrium","#","C","Ticià","21","29","28","Vallcarca i els Penitents","06","Gràcia","08035","019","BARCELONA","41.4173","2.138071","427969.229","4585441.414","428061.138","4585642.379","934177006","Fax","","","","","","","",
"92086029434","Clínica Geriàtrica Solàrium","#","C","Ticià","21","29","28","Vallcarca i els Penitents","06","Gràcia","08035","019","BARCELONA","41.4173","2.138071","427969.229","4585441.414","428061.138","4585642.379","934172007","Tel.","","","","","","","",
"92086029435","Hospital Mare de Déu de la Mercè","#","Pg","Universal","34","44","43","Horta","07","Horta-Guinardó","08042","019","BARCELONA","41.437876","2.161999","429990.988","4587706.157","430082.915","4587907.144","934275250","Centraleta","","","","","","","",
"92086030764","Centre d'Atenció Primària Doctor Carles Ribas","#","C","Foc","112","112","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.358293","2.144328","428427.478","4578885.433","428519.393","4579086.338","932232888","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086030764","Centre d'Atenció Primària Doctor Carles Ribas","#","C","Foc","112","112","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.358293","2.144328","428427.478","4578885.433","428519.393","4579086.338","932232888","Centraleta","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086030764","Centre d'Atenció Primària Doctor Carles Ribas","#","C","Foc","112","112","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.358293","2.144328","428427.478","4578885.433","428519.393","4579086.338","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086030764","Centre d'Atenció Primària Doctor Carles Ribas","#","C","Foc","112","112","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.358293","2.144328","428427.478","4578885.433","428519.393","4579086.338","933268901","Tel.","Programació de visites","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086030764","Centre d'Atenció Primària Doctor Carles Ribas","#","C","Foc","112","112","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.358293","2.144328","428427.478","4578885.433","428519.393","4579086.338","932230549","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o CUAP Manso",
"92086030764","Centre d'Atenció Primària Doctor Carles Ribas","#","C","Foc","112","112","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.358293","2.144328","428427.478","4578885.433","428519.393","4579086.338","932230549","Fax","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086031184","Centre d'Atenció Primària Ciutat Meridiana","#","C","Sant Feliu de Codines","2","2","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.460414","2.181436","431638.481","4590192.76","431730.422","4590393.77","932763832","Fax","","01/01","31/12","1111111","08:00:00","20:00:00","Atenció primària",
"92086031184","Centre d'Atenció Primària Ciutat Meridiana","#","C","Sant Feliu de Codines","2","2","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.460414","2.181436","431638.481","4590192.76","431730.422","4590393.77","932763832","Fax","","01/01","31/12","0000000","00:00:00","23:59:00","Urgències d'atenció<br>primària",
"92086031184","Centre d'Atenció Primària Ciutat Meridiana","#","C","Sant Feliu de Codines","2","2","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.460414","2.181436","431638.481","4590192.76","431730.422","4590393.77","933268901","Tel.","Programació de visites","01/01","31/12","1111111","08:00:00","20:00:00","Atenció primària",
"92086031184","Centre d'Atenció Primària Ciutat Meridiana","#","C","Sant Feliu de Codines","2","2","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.460414","2.181436","431638.481","4590192.76","431730.422","4590393.77","933268901","Tel.","Programació de visites","01/01","31/12","0000000","00:00:00","23:59:00","Urgències d'atenció<br>primària",
"92086031184","Centre d'Atenció Primària Ciutat Meridiana","#","C","Sant Feliu de Codines","2","2","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.460414","2.181436","431638.481","4590192.76","431730.422","4590393.77","933508889","Centraleta","","01/01","31/12","1111111","08:00:00","20:00:00","Atenció primària",
"92086031184","Centre d'Atenció Primària Ciutat Meridiana","#","C","Sant Feliu de Codines","2","2","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.460414","2.181436","431638.481","4590192.76","431730.422","4590393.77","933508889","Centraleta","","01/01","31/12","0000000","00:00:00","23:59:00","Urgències d'atenció<br>primària",
"92086033721","Centre d'Atenció Primària El Carmel","#","C","Murtra","130","130","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420858","2.155043","429391.459","4585822.506","429483.381","4586023.475","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Horta",
"92086033721","Centre d'Atenció Primària El Carmel","#","C","Murtra","130","130","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420858","2.155043","429391.459","4585822.506","429483.381","4586023.475","933268901","Tel.","Programació de visites","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086033721","Centre d'Atenció Primària El Carmel","#","C","Murtra","130","130","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420858","2.155043","429391.459","4585822.506","429483.381","4586023.475","933571853","Tel.","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Horta",
"92086033721","Centre d'Atenció Primària El Carmel","#","C","Murtra","130","130","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420858","2.155043","429391.459","4585822.506","429483.381","4586023.475","933571853","Tel.","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92086033721","Centre d'Atenció Primària El Carmel","#","C","Murtra","130","130","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420858","2.155043","429391.459","4585822.506","429483.381","4586023.475","933572122","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>
o CUAP Horta",
"92086033721","Centre d'Atenció Primària El Carmel","#","C","Murtra","130","130","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420858","2.155043","429391.459","4585822.506","429483.381","4586023.475","933572122","Fax","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"92168172529","Centre d'Urgències d'Atenció Primària  Ciutat Vella - Peracamps","#","Pl","Pieyre de Mandiargues","1","5","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.377582","2.172041","430765.986","4581004.255","430857.922","4581205.18","934410600","Centraleta","","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"92168172665","Clínica Oftalmològica Visioncore","#","C","Madrazo","46","46","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.399726","2.147944","428775.151","4583482.198","428867.068","4583683.145","933906139","Tel.","","","","","","","",
"93007080747","Centre d'Atenció Primària Doctor Lluís Sayé","#","C","Torres i Amat","8","8","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384335","2.165182","430199.626","4581759.562","430291.556","4581960.494","933012532","Tel.","Visites a domicili","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o Centre Perecamps, CUAP Manso<br>i Hospital del Mar.",
"93007080747","Centre d'Atenció Primària Doctor Lluís Sayé","#","C","Torres i Amat","8","8","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384335","2.165182","430199.626","4581759.562","430291.556","4581960.494","933012532","Tel.","Visites a domicili","01/01","31/12","1111101","09:00:00","17:00:00"," ",
"93007080747","Centre d'Atenció Primària Doctor Lluís Sayé","#","C","Torres i Amat","8","8","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384335","2.165182","430199.626","4581759.562","430291.556","4581960.494","933171217","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o Centre Perecamps, CUAP Manso<br>i Hospital del Mar.",
"93007080747","Centre d'Atenció Primària Doctor Lluís Sayé","#","C","Torres i Amat","8","8","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384335","2.165182","430199.626","4581759.562","430291.556","4581960.494","933171217","Fax","","01/01","31/12","1111101","09:00:00","17:00:00"," ",
"93007080747","Centre d'Atenció Primària Doctor Lluís Sayé","#","C","Torres i Amat","8","8","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384335","2.165182","430199.626","4581759.562","430291.556","4581960.494","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o Centre Perecamps, CUAP Manso<br>i Hospital del Mar.",
"93007080747","Centre d'Atenció Primària Doctor Lluís Sayé","#","C","Torres i Amat","8","8","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384335","2.165182","430199.626","4581759.562","430291.556","4581960.494","933268901","Tel.","Programació de visites","01/01","31/12","1111101","09:00:00","17:00:00"," ",
"93007080747","Centre d'Atenció Primària Doctor Lluís Sayé","#","C","Torres i Amat","8","8","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384335","2.165182","430199.626","4581759.562","430291.556","4581960.494","933012705","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o Centre Perecamps, CUAP Manso<br>i Hospital del Mar.",
"93007080747","Centre d'Atenció Primària Doctor Lluís Sayé","#","C","Torres i Amat","8","8","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384335","2.165182","430199.626","4581759.562","430291.556","4581960.494","933012705","Centraleta","","01/01","31/12","1111101","09:00:00","17:00:00"," ",
"93028143303","Hospital Dos de Maig","Centre d'Urgències d'Atenció Primària Hospital Dos de Maig","C","Dos de Maig","301","301","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.410466","2.176657","431186.668","4584651.38","431278.607","4584852.339","935072728","Fax","","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"93028143303","Hospital Dos de Maig","Centre d'Urgències d'Atenció Primària Hospital Dos de Maig","C","Dos de Maig","301","301","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.410466","2.176657","431186.668","4584651.38","431278.607","4584852.339","935072700","Centraleta","","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"93028143303","Hospital Dos de Maig","Centre d'Urgències d'Atenció Primària Hospital Dos de Maig","C","Dos de Maig","301","301","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.410466","2.176657","431186.668","4584651.38","431278.607","4584852.339","935072701","Tel.","Consultes externes","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"93029144057","Hospital Fremap - Centre de Prevenció i Rehabilitació","#","C","Madrazo","8","10","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.401464","2.150473","428988.451","4583673.145","429080.37","4583874.094","934160214","Fax","","","","","","","",
"93029144057","Hospital Fremap - Centre de Prevenció i Rehabilitació","#","C","Madrazo","8","10","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.401464","2.150473","428988.451","4583673.145","429080.37","4583874.094","934169100","Centraleta","","","","","","","",
"93056132443","Centre d'Atenció Primària Montnegre","#","C","Montnegre","21","21","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.387617","2.138748","427993.037","4582145.554","428084.947","4582346.489","933219878","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h, atenció<br>al CAP Numància.<br>Fora d'aquest horari truqueu al 061<br>
o CUAP Manso.",
"93056132443","Centre d'Atenció Primària Montnegre","#","C","Montnegre","21","21","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.387617","2.138748","427993.037","4582145.554","428084.947","4582346.489","933268901","Tel.","Programació de visites","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h, atenció<br>al CAP Numància.<br>Fora d'aquest horari truqueu al 061<br>
o CUAP Manso.",
"93056132443","Centre d'Atenció Primària Montnegre","#","C","Montnegre","21","21","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.387617","2.138748","427993.037","4582145.554","428084.947","4582346.489","933632965","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h, atenció<br>al CAP Numància.<br>Fora d'aquest horari truqueu al 061<br>
o CUAP Manso.",
"93077174822","Centre d'Atenció Primària Sanllehy","#","Av","Mare de Déu de Montserrat","16","18","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413363","2.161054","429885.722","4584985.455","429977.649","4585186.417","932853790","Tel.","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h,<br> atenció al CAP Pare Claret",
"93077174822","Centre d'Atenció Primària Sanllehy","#","Av","Mare de Déu de Montserrat","16","18","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413363","2.161054","429885.722","4584985.455","429977.649","4585186.417","932853792","Tel.","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h,<br> atenció al CAP Pare Claret",
"93077174822","Centre d'Atenció Primària Sanllehy","#","Av","Mare de Déu de Montserrat","16","18","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.413363","2.161054","429885.722","4584985.455","429977.649","4585186.417","932853795","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h,<br> atenció al CAP Pare Claret",
"93131085357","Centre d'Atenció Primària Barceloneta","#","Pg","Marítim de la Barceloneta","25","25","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932212838","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o Centre Perecamps",
"93131085357","Centre d'Atenció Primària Barceloneta","#","Pg","Marítim de la Barceloneta","25","25","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932212838","Fax","","01/01","31/12","1111101","09:00:00","17:00:00"," ",
"93131085357","Centre d'Atenció Primària Barceloneta","#","Pg","Marítim de la Barceloneta","25","25","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932213783","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Fora d'aquest horari truqueu al 061<br>o Centre Perecamps",
"93131085357","Centre d'Atenció Primària Barceloneta","#","Pg","Marítim de la Barceloneta","25","25","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.383433","2.194692","432666.062","4581636.036","432758.015","4581836.967","932213783","Centraleta","","01/01","31/12","1111101","09:00:00","17:00:00"," ",
"94040143759","Centre d'Atenció Primària Vallvidrera","#","C","Reis Catòlics","2","2","22","Vallvidrera, el Tibidabo i les Planes","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.413845","2.104183","425133.254","4585086.623","425225.137","4585287.584","934068453","Tel.","","01/01","31/12","0000011","08:00:00","14:00:00"," ",
"94103101841","Hospital Clínic i Provincial","Servei d'Urgències","C","Villarroel","170","170","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.389555","2.152202","429120.048","4582349.554","429211.968","4582550.491","932275400","Centraleta","","","","","","","",
"94250133615","Centre d'Atenció Primària Carles I","#","C","Marina","168","168","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.398705","2.182278","431644.148","4583341.265","431736.091","4583542.212","902111444","Tel.","Cita prèvia - Sanitat Respon","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 09 a 17h,<br>atenció al CAP Casc Antic",
"94250133615","Centre d'Atenció Primària Carles I","#","C","Marina","168","168","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.398705","2.182278","431644.148","4583341.265","431736.091","4583542.212","932463816","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 09 a 17h,<br>atenció al CAP Casc Antic",
"94250133615","Centre d'Atenció Primària Carles I","#","C","Marina","168","168","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.398705","2.182278","431644.148","4583341.265","431736.091","4583542.212","932317705","Centraleta","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 09 a 17h,<br>atenció al CAP Casc Antic",
"94286182144","Centre d'Atenció Primària El Clot","#","C","Concili de Trento","25","25","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.411837","2.192697","432528.663","4584790.958","432620.614","4584991.919","933520156","Fax","","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h,<br>atenció al CAP Poblenou<br>Fora d'aquests horaris truqueu al 061<br>o CUAP Sant Martí.",
"94286182144","Centre d'Atenció Primària El Clot","#","C","Concili de Trento","25","25","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.411837","2.192697","432528.663","4584790.958","432620.614","4584991.919","933037310","Tel.","Equip Pediatria El Clot-Sant Martí","01/01","31/12","0000011","08:00:00","20:00:00","Dissabtes de 9 a 17h,<br>atenció al CAP Poblenou<br>Fora d'aquests horaris truqueu al 061<br>o CUAP Sant Martí.",
